vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,兆易创新2017年1月至2026年7月市盈率TTM历史走势,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|兆易创新|603986.SH|2025-11-27|1341.44|1341.36|121.67|99.1|7.37|7.28|66.01|68.06|18.24|15.71|0|0.17|-465.14|1348.26|1248.12|97.83|
|兆易创新|603986.SH|2025-11-26|1312.32|1312.25|119.03|96.95|7.21|7.12|64.58|66.58|17.84|15.37|0|0.17|-455.04|1319.14|1219.01|95.55|
|兆易创新|603986.SH|2025-11-25|1273.05|1272.98|115.47|94.05|7|6.9|62.64|64.59|17.31|14.91|0|0.18|-441.43|1279.87|1179.74|92.47|
|兆易创新|603986.SH|2025-11-24|1196.65|1196.58|108.54|88.4|6.58|6.49|58.88|60.71|16.27|14.02|0|0.19|-414.94|1203.47|1103.33|86.48|
|兆易创新|603986.SH|2025-11-21|1218.89|1218.82|110.55|90.04|6.7|6.61|59.98|61.84|16.57|14.28|0|0.19|-422.65|1225.71|1125.57|88.22|
|兆易创新|603986.SH|2025-11-20|1328.55|1328.47|120.5|98.15|7.3|7.25|65.37|67.4|18.06|15.56|0|0.17|-460.67|1335.37|1235.23|96.82|
|兆易创新|603986.SH|2025-11-19|1351.37|1351.29|122.57|99.83|7.43|7.37|66.5|68.56|18.37|15.83|0|0.17|-468.58|1358.19|1258.05|98.61|
|兆易创新|603986.SH|2025-11-18|1351.24|1351.16|122.56|99.82|7.43|7.37|66.49|68.55|18.37|15.83|0|0.17|-468.54|1358.06|1257.92|98.6|
|兆易创新|603986.SH|2025-11-17|1384.6|1384.52|125.58|102.29|7.61|7.55|68.13|70.25|18.82|16.22|0|0.16|-480.11|1391.42|1291.28|101.21|
|兆易创新|603986.SH|2025-11-14|1373.12|1373.04|124.54|101.44|7.55|7.49|67.57|69.67|18.67|16.08|0|0.16|-476.13|1379.94|1279.81|100.31|
|兆易创新|603986.SH|2025-11-13|1518.06|1517.97|137.69|112.14|8.34|8.28|74.7|77.02|20.64|17.78|0|0.15|-526.38|1524.88|1424.74|111.67|
|兆易创新|603986.SH|2025-11-12|1397.95|1397.87|126.79|103.27|7.68|7.63|68.79|70.92|19|16.37|0|0.16|-484.73|1404.77|1304.63|102.26|
|兆易创新|603986.SH|2025-11-11|1447.93|1447.84|131.33|106.96|7.96|7.9|71.25|73.46|19.68|16.96|0|0.16|-502.06|1454.74|1354.61|106.18|
|兆易创新|603986.SH|2025-11-10|1461.07|1460.99|132.52|107.94|8.03|7.97|71.89|74.13|19.86|17.11|0|0.15|-506.62|1467.89|1367.75|107.21|
|兆易创新|603986.SH|2025-11-07|1474.35|1474.26|133.72|108.92|8.1|8.04|72.55|74.8|20.04|17.27|0|0.15|-511.23|1481.17|1381.03|108.25|
|兆易创新|603986.SH|2025-11-06|1516.06|1515.97|137.51|112|8.33|8.27|74.6|76.92|20.61|17.76|0|0.15|-525.69|1522.87|1422.74|111.52|
|兆易创新|603986.SH|2025-11-05|1457.27|1457.18|132.17|107.65|8.01|7.95|71.71|73.93|19.81|17.07|0|0.15|-505.3|1464.09|1363.95|106.91|
|兆易创新|603986.SH|2025-11-04|1501.31|1501.22|136.17|110.91|8.25|8.19|73.87|76.17|20.41|17.58|0|0.15|-520.57|1508.13|1407.99|110.36|
|兆易创新|603986.SH|2025-11-03|1535.41|1535.32|139.26|113.43|8.44|8.38|75.55|77.9|20.87|17.98|0|0.15|-532.4|1542.22|1442.09|113.03|
|兆易创新|603986.SH|2025-10-31|1468.01|1467.93|133.15|108.45|8.07|8.01|72.24|74.48|19.96|17.19|0|0.15|-509.03|1474.83|1374.69|107.75|
|兆易创新|603986.SH|2025-10-30|1548.08|1547.99|140.41|114.36|8.51|8.45|76.18|78.54|21.05|18.13|0|0.15|-536.79|1554.9|1454.77|114.03|
|兆易创新|603986.SH|2025-10-29|1609.14|1609.05|145.95|118.87|8.84|8.78|79.18|81.64|21.88|18.85|0|0.14|-557.97|1615.96|1515.82|118.81|
|兆易创新|603986.SH|2025-10-28|1647.84|1647.75|149.46|141.93|9.56|9.48|81.09|94.63|22.4|20.87|0|0.14|-513.8|1654.71|1562.6|122.48|
|兆易创新|603986.SH|2025-10-27|1622.75|1622.66|147.18|139.77|9.41|9.34|79.85|93.19|22.06|20.55|0|0.14|-505.98|1629.62|1537.51|120.51|
|兆易创新|603986.SH|2025-10-24|1475.22|1475.13|133.8|127.06|8.56|8.49|72.59|84.72|20.05|18.68|0|0.15|-459.97|1482.08|1389.98|108.95|
|兆易创新|603986.SH|2025-10-23|1381|1380.92|125.26|118.95|8.01|7.95|67.95|79.31|18.77|17.49|0|0.16|-430.6|1387.86|1295.76|101.56|
|兆易创新|603986.SH|2025-10-22|1407.49|1407.41|127.66|121.23|8.16|8.1|69.26|80.83|19.13|17.82|0|0.16|-438.86|1414.35|1322.25|103.64|
|兆易创新|603986.SH|2025-10-21|1461.41|1461.32|132.55|125.87|8.48|8.41|71.91|83.92|19.87|18.51|0|0.15|-455.67|1468.27|1376.17|107.87|
|兆易创新|603986.SH|2025-10-20|1390.27|1390.19|126.1|119.75|8.06|8|68.41|79.84|18.9|17.6|0|0.16|-433.49|1397.14|1305.03|102.29|
|兆易创新|603986.SH|2025-10-17|1342.63|1342.55|121.78|115.64|7.79|7.73|66.07|77.1|18.25|17|0|0.17|-418.63|1349.49|1257.39|98.56|
|兆易创新|603986.SH|2025-10-16|1388.81|1388.72|125.96|119.62|8.06|7.99|68.34|79.76|18.88|17.59|0|0.16|-433.03|1395.67|1303.57|102.18|
|兆易创新|603986.SH|2025-10-15|1347.97|1347.89|122.26|116.1|7.82|7.76|66.33|77.41|18.32|17.07|0|0.17|-420.3|1354.83|1262.73|98.97|
|兆易创新|603986.SH|2025-10-14|1307.86|1307.79|118.62|112.65|7.59|7.53|64.36|75.11|17.78|16.56|0|0.17|-407.79|1314.73|1222.63|95.83|
|兆易创新|603986.SH|2025-10-13|1384.94|1384.86|125.61|119.29|8.03|8.03|68.15|79.53|18.83|17.54|0|0.16|-431.83|1391.8|1299.7|101.87|
|兆易创新|603986.SH|2025-10-10|1432.71|1432.63|129.95|123.4|8.31|8.31|70.5|82.28|19.48|18.14|0|0.16|-446.72|1439.58|1347.47|105.62|
|兆易创新|603986.SH|2025-10-09|1502.48|1502.39|136.27|129.41|8.72|8.72|73.93|86.28|20.43|19.03|0|0.15|-468.47|1509.34|1417.24|111.09|
|兆易创新|603986.SH|2025-09-30|1421.25|1421.17|128.91|122.41|8.24|8.25|69.94|81.62|19.32|18|0|0.16|-443.15|1428.12|1336.01|104.72|
|兆易创新|603986.SH|2025-09-29|1313.51|1313.43|119.13|113.13|7.62|7.62|64.63|75.43|17.86|16.63|0|0.17|-409.55|1320.37|1228.27|96.27|
|兆易创新|603986.SH|2025-09-26|1267.4|1267.33|114.95|109.16|7.35|7.35|62.37|72.78|17.23|16.05|0|0.18|-395.18|1274.27|1182.16|92.66|
|兆易创新|603986.SH|2025-09-25|1315.38|1315.3|119.3|113.29|7.63|7.63|64.73|75.54|17.88|16.66|0|0.17|-410.14|1322.24|1230.14|96.42|
|兆易创新|603986.SH|2025-09-24|1331.3|1331.22|120.75|114.67|7.72|7.72|65.51|76.45|18.1|16.86|0|0.17|-415.1|1338.16|1246.06|97.67|
|兆易创新|603986.SH|2025-09-23|1293.12|1293.04|117.29|111.38|7.5|7.5|63.63|74.26|17.58|16.37|0|0.17|-403.2|1299.98|1207.88|94.68|
|兆易创新|603986.SH|2025-09-22|1299.38|1299.31|117.85|111.92|7.54|7.54|63.94|74.62|17.66|16.45|0|0.17|-405.15|1306.25|1214.14|95.17|
|兆易创新|603986.SH|2025-09-19|1234.02|1233.95|111.92|106.29|7.16|7.16|60.72|70.87|16.78|15.63|0|0.18|-384.77|1240.88|1148.78|90.04|
|兆易创新|603986.SH|2025-09-18|1271.86|1271.79|115.36|109.55|7.38|7.38|62.58|73.04|17.29|16.11|0|0.18|-396.57|1278.73|1186.63|93.01|
|兆易创新|603986.SH|2025-09-17|1243.35|1243.27|112.77|107.09|7.21|7.21|61.18|71.4|16.9|15.74|0|0.18|-387.68|1250.21|1158.11|90.77|
|兆易创新|603986.SH|2025-09-16|1260.4|1260.33|114.32|108.56|7.31|7.31|62.02|72.38|17.13|15.96|0|0.18|-393|1267.27|1175.17|92.11|
|兆易创新|603986.SH|2025-09-15|1272.26|1271.66|115.39|109.58|7.38|7.39|62.6|73.06|17.3|16.11|0|0.18|-396.69|1279.13|1187.03|93.04|
|兆易创新|603986.SH|2025-09-12|1267.4|1266.8|114.95|109.16|7.35|7.36|62.37|72.78|17.23|16.05|0|0.18|-395.18|1274.27|1182.16|92.66|
|兆易创新|603986.SH|2025-09-11|1182.18|1181.62|107.22|101.82|6.86|6.87|58.17|67.89|16.07|14.97|0|0.19|-368.6|1189.04|1096.94|85.98|
|兆易创新|603986.SH|2025-09-10|1074.7|1074.2|97.47|92.57|6.23|6.24|52.88|61.72|14.61|13.61|0|0.21|-335.09|1081.57|989.46|77.56|
|兆易创新|603986.SH|2025-09-09|1043.52|1043.03|94.65|89.88|6.05|6.13|51.35|59.93|14.19|13.21|0|0.22|-325.37|1050.39|958.28|75.11|
|兆易创新|603986.SH|2025-09-08|1087.88|1087.37|98.67|93.7|6.31|6.39|53.53|62.47|14.79|13.78|0|0.21|-339.2|1094.75|1002.64|78.59|
|兆易创新|603986.SH|2025-09-05|1059.53|1059.03|96.1|91.26|6.15|6.23|52.14|60.85|14.4|13.42|0|0.21|-330.36|1066.39|974.29|76.37|
|兆易创新|603986.SH|2025-09-04|1022.47|1021.99|92.74|88.07|5.93|6.01|50.31|58.72|13.9|12.95|0|0.22|-318.81|1029.34|937.23|73.46|
|兆易创新|603986.SH|2025-09-03|1136.09|1135.55|103.04|97.85|6.59|6.68|55.9|65.24|15.44|14.39|0|0.2|-354.23|1142.95|1050.85|82.37|
|兆易创新|603986.SH|2025-09-02|1168.69|1168.14|106|100.66|6.78|6.87|57.51|67.11|15.89|14.8|0|0.19|-364.4|1175.56|1083.45|84.92|
|兆易创新|603986.SH|2025-09-01|1161.26|1160.71|105.33|100.02|6.74|6.83|57.14|66.69|15.79|14.7|0|0.19|-362.08|1168.12|1076.02|84.34|
|兆易创新|603986.SH|2025-08-29|1055.67|1055.18|95.75|90.93|6.12|6.2|51.95|60.62|14.35|13.37|0|0.21|-329.16|1062.54|970.44|76.06|
|兆易创新|603986.SH|2025-08-28|1092|1091.48|99.04|94.06|6.33|6.42|53.73|62.71|14.85|13.83|0|0.21|-340.49|1098.86|1006.76|78.91|
|兆易创新|603986.SH|2025-08-27|1053.35|1052.85|95.54|90.73|6.11|6.19|51.83|60.49|14.32|13.34|0|0.21|-328.44|1060.22|968.11|75.88|
|兆易创新|603986.SH|2025-08-26|1025.26|1024.78|92.99|88.31|5.95|6.03|50.45|58.88|13.94|12.98|0|0.22|-319.68|1032.13|940.02|73.68|
|兆易创新|603986.SH|2025-08-25|1047.84|1047.34|95.04|90.25|6.08|6.16|51.56|60.17|14.24|13.27|0|0.22|-326.72|1054.7|962.6|75.45|
|兆易创新|603986.SH|2025-08-22|1001.89|1001.41|90.87|88.48|5.96|5.99|49.3|57.56|13.62|13.12|0|0.23|-350.87|1012.19|918.1|71.96|
|兆易创新|603986.SH|2025-08-21|910.78|910.35|82.61|80.43|5.42|5.45|44.82|52.33|12.38|11.92|0|0.25|-318.97|921.08|826.99|64.82|
|兆易创新|603986.SH|2025-08-20|843.38|842.99|76.49|74.48|5.02|5.04|41.5|48.45|11.47|11.04|0|0.27|-295.36|853.68|759.59|59.54|
|兆易创新|603986.SH|2025-08-19|818.48|818.1|74.24|72.28|4.87|4.89|40.28|47.02|11.13|10.72|0|0.28|-286.64|828.78|734.69|57.59|
|兆易创新|603986.SH|2025-08-18|834.69|834.29|75.71|73.71|4.97|4.99|41.07|47.95|11.35|10.93|0|0.27|-292.32|844.99|750.89|58.86|
|兆易创新|603986.SH|2025-08-15|816.09|815.71|74.02|72.07|4.86|4.88|40.16|46.89|11.09|10.69|0|0.28|-285.8|826.39|732.3|57.4|
|兆易创新|603986.SH|2025-08-14|803.54|803.16|72.88|70.96|4.78|4.81|39.54|46.16|10.92|10.52|0|0.28|-281.41|813.84|719.75|56.42|
|兆易创新|603986.SH|2025-08-13|806.53|806.15|73.15|71.22|4.8|4.82|39.69|46.34|10.96|10.56|0|0.28|-282.46|816.83|722.74|56.65|
|兆易创新|603986.SH|2025-08-12|799.96|799.58|72.56|70.64|4.76|4.78|39.36|45.96|10.87|10.47|0|0.28|-280.15|810.26|716.17|56.13|
|兆易创新|603986.SH|2025-08-11|783.22|782.85|71.04|69.17|4.66|4.68|38.54|45|10.65|10.25|0|0.29|-274.29|793.52|699.43|54.82|
|兆易创新|603986.SH|2025-08-08|772.93|772.57|70.1|68.26|4.6|4.62|38.03|44.41|10.51|10.12|0|0.29|-270.69|783.23|689.14|54.02|
|兆易创新|603986.SH|2025-08-07|781.36|780.99|70.87|69|4.65|4.67|38.45|44.89|10.62|10.23|0|0.29|-273.64|791.66|697.57|54.68|
|兆易创新|603986.SH|2025-08-06|785.45|785.04|71.24|69.36|4.68|4.7|38.65|45.13|10.68|10.28|0|0.29|-275.07|795.75|701.66|55|
|兆易创新|603986.SH|2025-08-05|783.59|783.18|71.07|69.2|4.67|4.69|38.56|45.02|10.65|10.26|0|0.29|-274.42|793.89|699.8|54.85|
|兆易创新|603986.SH|2025-08-04|789.17|788.76|71.58|69.69|4.7|4.72|38.83|45.34|10.73|10.33|0|0.29|-276.38|799.47|705.38|55.29|
|兆易创新|603986.SH|2025-08-01|779.01|778.61|70.66|68.79|4.64|4.66|38.33|44.76|10.59|10.2|0|0.29|-272.82|789.31|695.22|54.49|
|兆易创新|603986.SH|2025-07-31|804.37|803.96|72.96|71.03|4.79|4.81|39.58|46.21|10.94|10.53|0|0.28|-281.7|814.68|720.58|56.48|
|兆易创新|603986.SH|2025-07-30|823.37|822.94|74.68|72.71|4.9|4.92|40.52|47.3|11.19|10.78|0|0.27|-288.35|833.67|739.58|57.97|
|兆易创新|603986.SH|2025-07-29|798.73|798.32|72.44|70.54|4.76|4.78|39.3|45.89|10.86|10.46|0|0.28|-279.72|809.03|714.94|56.04|
|兆易创新|603986.SH|2025-07-28|798.6|798.18|72.43|70.52|4.75|4.78|39.3|45.88|10.86|10.46|0|0.28|-279.68|808.9|714.81|56.03|
|兆易创新|603986.SH|2025-07-25|809.75|809.34|73.44|71.51|4.82|4.84|39.85|46.52|11.01|10.6|0|0.28|-283.58|820.05|725.96|56.9|
|兆易创新|603986.SH|2025-07-24|782.86|782.45|71|69.13|4.66|4.68|38.52|44.98|10.64|10.25|0|0.29|-274.17|793.16|699.07|54.79|
|兆易创新|603986.SH|2025-07-23|776.88|776.48|70.46|68.61|4.63|4.65|38.23|44.63|10.56|10.17|0|0.29|-272.07|787.18|693.09|54.33|
|兆易创新|603986.SH|2025-07-22|769.45|769.05|69.79|67.95|4.58|4.6|37.86|44.21|10.46|10.07|0|0.29|-269.47|779.75|685.65|53.74|
|兆易创新|603986.SH|2025-07-21|777.68|777.28|70.54|68.68|4.63|4.65|38.27|44.68|10.57|10.18|0|0.29|-272.35|787.98|693.89|54.39|
|兆易创新|603986.SH|2025-07-18|778.01|777.61|70.57|68.71|4.63|4.65|38.28|44.7|10.58|10.19|0|0.29|-272.47|788.31|694.22|54.41|
|兆易创新|603986.SH|2025-07-17|783.52|783.12|71.07|69.19|4.66|4.69|38.55|45.01|10.65|10.26|0|0.29|-274.4|793.82|699.73|54.85|
|兆易创新|603986.SH|2025-07-16|758.62|758.23|68.81|66.99|4.52|4.54|37.33|43.58|10.31|9.93|0|0.3|-265.68|768.92|674.83|52.89|
|兆易创新|603986.SH|2025-07-15|763.67|763.27|69.26|67.44|4.55|4.57|37.58|43.87|10.38|10|0|0.3|-267.44|773.97|679.88|53.29|
|兆易创新|603986.SH|2025-07-14|780.87|780.46|70.82|68.96|4.65|4.67|38.42|44.86|10.62|10.22|0|0.29|-273.47|791.17|697.08|54.64|
|兆易创新|603986.SH|2025-07-11|785.98|785.57|71.29|69.41|4.68|4.7|38.68|45.16|10.68|10.29|0|0.29|-275.26|796.28|702.19|55.04|
|兆易创新|603986.SH|2025-07-10|783.99|783.58|71.11|69.23|4.67|4.69|38.58|45.04|10.66|10.26|0|0.29|-274.56|794.29|700.2|54.88|
|兆易创新|603986.SH|2025-07-09|793.35|792.94|71.96|70.06|4.72|4.74|39.04|45.58|10.79|10.39|0|0.28|-277.84|803.65|709.56|55.62|
|兆易创新|603986.SH|2025-07-08|808.23|807.81|73.31|71.37|4.81|4.83|39.77|46.43|10.99|10.58|0|0.28|-283.05|818.53|724.44|56.78|
|兆易创新|603986.SH|2025-07-07|802.25|801.84|72.76|70.85|4.78|4.8|39.48|46.09|10.91|10.5|0|0.28|-280.96|812.55|718.46|56.31|
|兆易创新|603986.SH|2025-07-04|789.23|788.83|71.58|69.7|4.7|4.72|38.84|45.34|10.73|10.33|0|0.29|-276.4|799.53|705.44|55.29|
|兆易创新|603986.SH|2025-07-03|795.01|794.6|72.11|70.21|4.73|4.75|39.12|45.67|10.81|10.41|0|0.28|-278.42|805.31|711.22|55.75|
|兆易创新|603986.SH|2025-07-02|803.38|802.96|72.87|70.95|4.78|4.74|39.53|46.16|10.92|10.52|0||-281.35|813.68|719.59|56.4|
|兆易创新|603986.SH|2025-07-01|823.57|823.14|74.7|72.73|4.9|4.86|40.53|47.32|11.2|10.78|0||-288.42|833.87|739.77|57.98|
|兆易创新|603986.SH|2025-06-30|840.23|839.8|76.21|74.2|5|4.96|41.35|48.27|11.42|11|0||-294.26|850.53|756.44|59.29|
|兆易创新|603986.SH|2025-06-27|838.97|838.54|76.09|74.09|5|4.95|41.28|48.2|11.41|10.98|0||-293.82|849.27|755.18|59.19|
|兆易创新|603986.SH|2025-06-26|818.45|818.03|74.23|72.28|4.87|4.83|40.27|47.02|11.13|10.72|0||-286.63|828.75|734.66|57.58|
|兆易创新|603986.SH|2025-06-25|833.39|832.96|75.59|73.6|4.96|4.92|41.01|47.88|11.33|10.91|0||-291.86|843.69|749.6|58.76|
|兆易创新|603986.SH|2025-06-24|822.84|822.41|74.63|72.66|4.9|4.86|40.49|47.27|11.19|10.77|0||-288.17|833.14|739.04|57.93|
|兆易创新|603986.SH|2025-06-23|798.27|797.85|72.4|70.49|4.75|4.71|39.28|45.86|10.85|10.45|0||-279.56|808.57|714.47|56|
|兆易创新|603986.SH|2025-06-20|789.96|789.56|71.65|69.76|4.7|4.66|38.87|45.38|10.74|10.34|0||-276.65|800.27|706.17|55.35|
|兆易创新|603986.SH|2025-06-19|818.19|817.76|74.21|72.25|4.87|4.83|40.26|47.01|11.12|10.71|0||-286.54|828.49|734.4|57.56|
|兆易创新|603986.SH|2025-06-18|814.27|813.85|73.85|71.91|4.85|4.8|40.07|46.78|11.07|10.66|0||-285.17|824.57|730.48|57.26|
|兆易创新|603986.SH|2025-06-17|812.28|811.86|73.67|71.73|4.84|4.79|39.97|46.67|11.04|10.63|0||-284.47|822.58|728.49|57.1|
|兆易创新|603986.SH|2025-06-16|803.58|803.16|72.88|70.96|4.78|4.74|39.54|46.17|10.92|10.52|0||-281.42|813.88|719.79|56.42|
|兆易创新|603986.SH|2025-06-13|789.57|789.16|71.61|69.73|4.7|4.66|38.85|45.36|10.73|10.34|0||-276.51|799.87|705.78|55.32|
|兆易创新|603986.SH|2025-06-12|796.54|796.13|72.25|70.34|4.74|4.7|39.2|45.76|10.83|10.43|0||-278.96|806.84|712.75|55.87|
|兆易创新|603986.SH|2025-06-11|791.23|790.82|71.76|69.87|4.71|4.67|38.93|45.46|10.76|10.36|0||-277.1|801.53|707.44|55.45|
|兆易创新|603986.SH|2025-06-10|792.89|792.48|71.91|70.02|4.72|4.68|39.02|45.55|10.78|10.38|0||-277.68|803.19|709.1|55.58|
|兆易创新|603986.SH|2025-06-09|814.34|813.91|73.86|71.91|4.85|4.81|40.07|46.78|11.07|10.66|0||-285.19|824.64|730.54|57.26|
|兆易创新|603986.SH|2025-06-06|819.71|819.29|74.35|72.39|4.88|4.86|40.34|47.09|11.14|10.73|0||-287.07|830.01|735.92|57.68|
|兆易创新|603986.SH|2025-06-05|782.93|782.52|71.01|69.14|4.66|4.64|38.53|44.98|10.64|10.25|0||-274.19|793.23|699.13|54.8|
|兆易创新|603986.SH|2025-06-04|767.52|767.12|69.61|67.78|4.57|4.55|37.77|44.1|10.43|10.05|0||-268.79|777.82|683.73|53.59|
|兆易创新|603986.SH|2025-06-03|749.59|749.2|67.99|66.2|4.46|4.44|36.89|43.07|10.19|9.81|0||-262.51|759.89|665.8|52.19|
|兆易创新|603986.SH|2025-05-30|745.74|745.35|67.64|65.86|4.44|4.42|36.7|42.84|10.14|9.76|0||-261.17|756.04|661.95|51.88|
|兆易创新|603986.SH|2025-05-29|755.37|754.98|68.51|66.71|4.5|4.48|37.17|43.4|10.27|9.89|0||-264.54|765.67|671.58|52.64|
|兆易创新|603986.SH|2025-05-28|753.71|753.32|68.36|66.56|4.49|4.47|37.09|43.3|10.25|9.87|0||-263.96|764.01|669.92|52.51|
|兆易创新|603986.SH|2025-05-27|749.72|749.34|68|66.21|4.46|4.44|36.89|43.07|10.19|9.82|0||-262.56|760.02|665.93|52.2|
|兆易创新|603986.SH|2025-05-26|770.51|770.11|69.88|68.04|4.59|4.57|37.91|44.27|10.47|10.09|0||-269.84|780.81|686.72|53.83|
|兆易创新|603986.SH|2025-05-23|766.32|765.93|69.51|67.67|4.56|4.54|37.71|44.03|10.42|10.03|0||-268.38|776.62|682.53|53.5|
|兆易创新|603986.SH|2025-05-22|781.33|780.93|70.87|69|4.65|4.63|38.45|44.89|10.62|10.23|0||-273.63|791.63|697.54|54.67|
|兆易创新|603986.SH|2025-05-21|784.52|784.11|71.16|69.28|4.67|4.65|38.6|45.07|10.67|10.27|0||-274.75|794.82|700.73|54.92|
|兆易创新|603986.SH|2025-05-20|837.71|837.28|75.98|73.98|4.99|4.97|41.22|48.13|11.39|10.97|0||-293.38|848.01|753.92|59.09|
|兆易创新|603986.SH|2025-05-19|838.71|838.27|76.07|74.07|4.99|4.97|41.27|48.19|11.4|10.98|0||-293.72|849.01|754.92|59.17|
|兆易创新|603986.SH|2025-05-16|812.08|811.66|73.66|71.71|4.83|4.81|39.96|46.66|11.04|10.63|0||-284.4|822.38|728.29|57.08|
|兆易创新|603986.SH|2025-05-15|810.15|809.73|73.48|71.54|4.82|4.8|39.87|46.54|11.01|10.61|0||-283.72|820.45|726.36|56.93|
|兆易创新|603986.SH|2025-05-14|826.69|826.26|74.98|73|4.92|4.9|40.68|47.49|11.24|10.82|0||-289.51|836.99|742.9|58.23|
|兆易创新|603986.SH|2025-05-13|833.46|833.03|75.59|73.6|4.96|4.94|41.01|47.88|11.33|10.91|0||-291.89|843.76|749.67|58.76|
|兆易创新|603986.SH|2025-05-12|833.26|832.83|75.58|73.58|4.96|4.94|41|47.87|11.33|10.91|0||-291.82|843.56|749.47|58.74|
|兆易创新|603986.SH|2025-05-09|826.09|825.66|74.93|72.95|4.92|4.9|40.65|47.46|11.23|10.82|0||-289.31|836.39|742.3|58.18|
|兆易创新|603986.SH|2025-05-08|846.81|845.44|76.81|74.78|5.04|5.04|41.67|48.65|11.51|11.09|0||-296.56|857.11|763.02|59.81|
|兆易创新|603986.SH|2025-05-07|865.6|864.2|78.51|76.44|5.15|5.15|42.59|49.73|11.77|11.33|0||-303.14|875.9|781.81|61.28|
|兆易创新|603986.SH|2025-05-06|875.56|874.15|79.41|77.32|5.21|5.21|43.08|50.3|11.9|11.46|0||-306.63|885.86|791.77|62.06|
|兆易创新|603986.SH|2025-04-30|854.58|853.2|77.51|75.47|5.09|5.09|42.05|49.1|11.62|11.19|0||-299.28|864.88|770.79|60.42|
|兆易创新|603986.SH|2025-04-29|841.5|840.14|76.32|74.31|5.01|5.01|41.41|48.35|11.44|11.02|0||-294.7|851.8|757.7|59.39|
|兆易创新|603986.SH|2025-04-28|765|763.76|69.38|67.56|4.55|4.55|37.64|43.95|10.4|10.02|0||-267.91|775.3|681.2|53.39|
|兆易创新|603986.SH|2025-04-25|747.93|746.72|464.15|133.66|4.68|4.72|63.02|36.27|12.98|10.66|0||-405.65|755.4|662.74|196.06|
|兆易创新|603986.SH|2025-04-24|738.17|736.98|458.09|131.92|4.62|4.66|62.2|35.79|12.81|10.52|0||-400.35|745.64|652.98|193.17|
|兆易创新|603986.SH|2025-04-23|761.01|759.78|472.26|136|4.76|4.8|64.13|36.9|13.21|10.85|0||-412.74|768.48|675.82|199.93|
|兆易创新|603986.SH|2025-04-22|746.07|744.87|462.99|133.33|4.67|4.71|62.87|36.17|12.95|10.63|0||-404.64|753.54|660.88|195.51|
|兆易创新|603986.SH|2025-04-21|746.8|745.6|463.44|133.46|4.67|4.71|62.93|36.21|12.96|10.64|0||-405.04|754.27|661.61|195.73|
|兆易创新|603986.SH|2025-04-18|719.18|718.02|446.3|128.52|4.5|4.54|60.6|34.87|12.48|10.25|0||-390.05|726.65|633.98|187.55|
|兆易创新|603986.SH|2025-04-17|725.15|723.98|450.01|129.59|4.53|4.57|61.1|35.16|12.59|10.34|0||-393.3|732.62|639.96|189.32|
|兆易创新|603986.SH|2025-04-16|725.09|723.92|449.97|129.58|4.53|4.57|61.1|35.16|12.59|10.33|0||-393.26|732.56|639.89|189.3|
|兆易创新|603986.SH|2025-04-15|730.47|729.29|453.31|130.54|4.57|4.61|61.55|35.42|12.68|10.41|0||-396.18|737.93|645.27|190.89|
|兆易创新|603986.SH|2025-04-14|741.95|740.76|460.44|132.59|4.64|4.68|62.52|35.98|12.88|10.58|0||-402.41|749.42|656.76|194.29|
|兆易创新|603986.SH|2025-04-11|745.87|744.67|462.87|133.29|4.66|4.7|62.85|36.17|12.95|10.63|0||-404.53|753.34|660.68|195.45|
|兆易创新|603986.SH|2025-04-10|716.52|715.36|444.65|128.05|4.48|4.52|60.38|34.74|12.44|10.21|0||-388.61|723.99|631.33|186.77|
|兆易创新|603986.SH|2025-04-09|697|695.87|432.54|124.56|4.36|4.4|58.73|33.8|12.1|9.93|0||-378.02|704.47|611.8|180.99|
|兆易创新|603986.SH|2025-04-08|687.17|686.06|426.44|122.8|4.3|4.33|57.9|33.32|11.93|9.79|0||-372.69|694.64|601.98|178.09|
|兆易创新|603986.SH|2025-04-07|691.95|690.83|429.41|123.66|4.33|4.36|58.31|33.55|12.01|9.86|0||-375.29|699.42|606.76|179.5|
|兆易创新|603986.SH|2025-04-03|768.65|767.41|477|137.36|4.81|4.85|64.77|37.27|13.34|10.96|0||-416.89|776.12|683.46|202.19|
|兆易创新|603986.SH|2025-04-02|780.87|779.61|484.59|139.55|4.88|4.93|65.8|37.86|13.55|11.13|0||-423.51|788.34|695.67|205.81|
|兆易创新|603986.SH|2025-04-01|780.2|778.94|484.17|139.43|4.88|4.92|65.74|37.83|13.54|11.12|0||-423.15|787.67|695.01|205.61|
|兆易创新|603986.SH|2025-03-31|776.15|774.9|481.66|138.7|4.85|4.9|65.4|37.63|13.47|11.06|0||-420.96|783.62|690.96|204.41|
|兆易创新|603986.SH|2025-03-28|777.02|775.76|482.2|138.86|4.86|4.9|65.47|37.68|13.49|11.07|0||-421.42|784.48|691.82|204.67|
