vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,深南电路2017年1月至2026年7月市盈率TTM历史走势,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|深南电路|002916.SZ|2025-11-27|1319.21|1315.81|70.26|48.58|8.15|8.15|44.24|36.32|7.37|6.1|0.35|0.58|572.43|1353.54|1345.14|37.32|
|深南电路|002916.SZ|2025-11-26|1365.82|1362.29|72.74|50.3|8.44|8.44|45.8|37.6|7.63|6.32|0.34|0.56|592.65|1400.14|1391.75|38.62|
|深南电路|002916.SZ|2025-11-25|1339.35|1335.89|71.33|49.33|8.28|8.28|44.91|36.87|7.48|6.2|0.34|0.57|581.16|1373.67|1365.28|37.88|
|深南电路|002916.SZ|2025-11-24|1249.54|1246.32|66.55|46.02|7.72|7.72|41.9|34.4|6.98|5.78|0.37|0.62|542.19|1283.86|1275.47|35.39|
|深南电路|002916.SZ|2025-11-21|1254.14|1250.9|66.8|46.19|7.75|7.75|42.05|34.53|7|5.8|0.37|0.61|544.19|1288.47|1280.07|35.52|
|深南电路|002916.SZ|2025-11-20|1319.35|1315.94|70.27|48.59|8.15|8.15|44.24|36.32|7.37|6.1|0.35|0.58|572.48|1353.67|1345.28|37.33|
|深南电路|002916.SZ|2025-11-19|1333.21|1329.78|71.01|49.1|8.24|8.24|44.71|36.7|7.45|6.17|0.35|0.58|578.5|1367.54|1359.15|37.71|
|深南电路|002916.SZ|2025-11-18|1335.42|1331.97|71.12|49.18|8.25|8.25|44.78|36.76|7.46|6.18|0.35|0.58|579.46|1369.74|1361.35|37.77|
|深南电路|002916.SZ|2025-11-17|1341.28|1337.82|71.44|49.4|8.29|8.29|44.98|36.93|7.49|6.21|0.34|0.57|582|1375.61|1367.21|37.94|
|深南电路|002916.SZ|2025-11-14|1335.62|1332.17|71.14|49.19|8.25|8.25|44.79|36.77|7.46|6.18|0.35|0.58|579.54|1369.94|1361.55|37.78|
|深南电路|002916.SZ|2025-11-13|1383.49|1379.92|73.69|50.95|8.55|8.55|46.39|38.09|7.73|6.4|0.33|0.56|600.32|1417.81|1409.42|39.11|
|深南电路|002916.SZ|2025-11-12|1384.15|1380.58|73.72|50.98|8.55|8.55|46.41|38.11|7.73|6.4|0.33|0.56|600.6|1418.48|1410.09|39.13|
|深南电路|002916.SZ|2025-11-11|1413.89|1410.24|75.3|52.07|8.74|8.74|47.41|38.92|7.9|6.54|0.33|0.54|613.51|1448.22|1439.82|39.95|
|深南电路|002916.SZ|2025-11-10|1455.56|1451.81|77.52|53.61|8.99|8.99|48.81|40.07|8.13|6.74|0.32|0.53|631.59|1489.89|1481.49|41.11|
|深南电路|002916.SZ|2025-11-07|1485.23|1481.4|79.1|54.7|9.18|9.18|49.8|40.89|8.29|6.87|0.31|0.52|644.46|1519.56|1511.16|41.93|
|深南电路|002916.SZ|2025-11-06|1536.84|1532.87|81.85|56.6|9.5|9.5|51.53|42.31|8.58|7.11|0.3|0.5|666.86|1571.16|1562.77|43.36|
|深南电路|002916.SZ|2025-11-05|1506.83|1502.95|80.25|55.49|9.31|9.31|50.53|41.48|8.41|6.97|0.31|0.51|653.84|1541.16|1532.77|42.53|
|深南电路|002916.SZ|2025-11-04|1485.83|1482|79.14|54.72|9.18|9.18|49.82|40.91|8.3|6.88|0.31|0.52|644.72|1520.16|1511.76|41.95|
|深南电路|002916.SZ|2025-11-03|1459.03|1455.26|77.71|53.73|9.02|9.02|48.92|40.17|8.15|6.75|0.32|0.53|633.09|1493.35|1484.96|41.2|
|深南电路|002916.SZ|2025-10-31|1430.03|1426.34|76.16|52.66|8.84|8.84|47.95|39.37|7.99|6.62|0.32|0.54|620.51|1464.35|1455.96|40.4|
|深南电路|002916.SZ|2025-10-30|1556.44|1552.42|82.9|57.32|9.62|9.62|52.19|42.85|8.69|7.2|0.3|0.49|675.36|1590.77|1582.37|43.91|
|深南电路|002916.SZ|2025-10-29|1518.84|1514.92|80.89|67.5|9.98|9.98|50.93|49.33|8.48|7.58|0.3|0.51|5794.26|1552|1544.67|42.86|
|深南电路|002916.SZ|2025-10-28|1495.17|1491.31|79.63|66.44|9.83|9.83|50.14|48.56|8.35|7.46|0.31|0.51|5703.97|1528.33|1521|42.2|
|深南电路|002916.SZ|2025-10-27|1473.96|1470.16|78.5|65.5|9.69|9.69|49.42|47.87|8.23|7.36|0.31|0.52|5623.08|1507.13|1499.8|41.61|
|深南电路|002916.SZ|2025-10-24|1420.69|1417.03|75.67|63.13|9.34|9.34|47.64|46.14|7.93|7.09|0.32|0.54|5419.85|1453.86|1446.53|40.14|
|深南电路|002916.SZ|2025-10-23|1291.54|1288.21|68.79|57.39|8.49|8.49|43.31|41.95|7.21|6.44|0.36|0.6|4927.16|1324.71|1317.38|36.55|
|深南电路|002916.SZ|2025-10-22|1346.75|1343.28|71.73|59.85|8.85|8.85|45.16|43.74|7.52|6.72|0.34|0.57|5137.77|1379.92|1372.58|38.08|
|深南电路|002916.SZ|2025-10-21|1341.48|1338.02|71.45|59.61|8.82|8.82|44.98|43.57|7.49|6.69|0.34|0.57|5117.67|1374.65|1367.32|37.94|
|深南电路|002916.SZ|2025-10-20|1299.94|1296.59|69.24|57.77|8.54|8.54|43.59|42.22|7.26|6.49|0.36|0.59|4959.21|1333.11|1325.78|36.79|
|深南电路|002916.SZ|2025-10-17|1309.15|1305.77|69.73|58.18|8.6|8.6|43.9|42.52|7.31|6.53|0.35|0.59|4994.31|1342.31|1334.98|37.04|
|深南电路|002916.SZ|2025-10-16|1343.48|1340.02|71.55|59.7|8.83|8.83|45.05|43.63|7.5|6.7|0.34|0.57|5125.3|1376.65|1369.32|37.99|
|深南电路|002916.SZ|2025-10-15|1346.82|1343.34|71.73|59.85|8.85|8.85|45.16|43.74|7.52|6.72|0.34|0.57|5138.02|1379.98|1372.65|38.09|
|深南电路|002916.SZ|2025-10-14|1310.81|1307.43|69.81|58.25|8.61|8.61|43.95|42.57|7.32|6.54|0.35|0.59|5000.67|1343.98|1336.65|37.09|
|深南电路|002916.SZ|2025-10-13|1429.09|1425.41|76.11|63.51|9.39|9.39|47.92|46.41|7.98|7.13|0.32|0.54|5451.9|1462.26|1454.93|40.37|
|深南电路|002916.SZ|2025-10-10|1445.43|1441.7|76.98|64.23|9.5|9.5|48.47|46.95|8.07|7.21|0.32|0.53|5514.22|1478.59|1471.26|40.82|
|深南电路|002916.SZ|2025-10-09|1588.84|1584.74|84.62|70.61|10.44|10.44|53.28|51.6|8.87|7.93|0.29|0.48|6061.34|1622.01|1614.68|44.8|
|深南电路|002916.SZ|2025-09-30|1444.43|1440.7|76.93|64.19|9.49|9.49|48.43|46.91|8.07|7.21|0.32|0.53|5510.4|1477.59|1470.26|40.79|
|深南电路|002916.SZ|2025-09-29|1475.43|1471.62|78.58|65.57|9.7|9.7|49.47|47.92|8.24|7.36|0.31|0.52|5628.68|1508.6|1501.26|41.66|
|深南电路|002916.SZ|2025-09-26|1377.15|1373.6|73.35|61.2|9.05|9.05|46.18|44.73|7.69|6.87|0.34|0.56|5253.75|1410.32|1402.99|38.93|
|深南电路|002916.SZ|2025-09-25|1390.22|1386.63|74.04|61.78|9.14|9.14|46.62|45.15|7.76|6.94|0.33|0.55|5303.61|1423.39|1416.06|39.29|
|深南电路|002916.SZ|2025-09-24|1404.09|1400.47|74.78|62.4|9.23|9.23|47.08|45.6|7.84|7.01|0.33|0.55|5356.51|1437.26|1429.92|39.68|
|深南电路|002916.SZ|2025-09-23|1459.63|1455.86|77.74|64.86|9.59|9.59|48.94|47.41|8.15|7.28|0.32|0.53|5568.39|1492.8|1485.46|41.22|
|深南电路|002916.SZ|2025-09-22|1432.16|1428.46|76.28|63.64|9.41|9.41|48.02|46.51|8|7.15|0.32|0.54|5463.6|1465.33|1457.99|40.45|
|深南电路|002916.SZ|2025-09-19|1303.94|1300.58|69.45|57.95|8.57|8.57|43.72|42.35|7.28|6.51|0.35|0.59|4974.47|1337.11|1329.78|36.9|
|深南电路|002916.SZ|2025-09-18|1316.61|1313.22|70.12|58.51|8.65|8.65|44.15|42.76|7.35|6.57|0.35|0.58|5022.8|1349.78|1342.45|37.25|
|深南电路|002916.SZ|2025-09-17|1253.14|1249.91|66.74|55.69|8.23|8.23|42.02|40.7|7|6.25|0.37|0.61|4780.65|1286.31|1278.97|35.49|
|深南电路|002916.SZ|2025-09-16|1256.74|1253.5|66.93|55.85|8.26|8.26|42.14|40.82|7.02|6.27|0.37|0.61|4794.38|1289.91|1282.57|35.59|
|深南电路|002916.SZ|2025-09-15|1252.47|1249.24|66.71|55.66|8.23|8.23|42|40.68|6.99|6.25|0.37|0.61|4778.11|1285.64|1278.31|35.47|
|深南电路|002916.SZ|2025-09-12|1302.61|1299.25|69.38|57.89|8.56|8.56|43.68|42.31|7.27|6.5|0.35|0.59|4969.38|1335.78|1328.45|36.86|
|深南电路|002916.SZ|2025-09-11|1344.42|1340.95|71.6|59.74|8.83|8.83|45.08|43.66|7.51|6.71|0.34|0.57|5128.86|1377.58|1370.25|38.02|
|深南电路|002916.SZ|2025-09-10|1222.2|1219.05|65.1|54.31|8.03|8.03|40.98|39.7|6.83|6.1|0.38|0.63|4662.63|1255.37|1248.04|34.63|
|深南电路|002916.SZ|2025-09-09|1159.8|1156.8|61.77|51.54|7.62|7.62|38.89|37.67|6.48|5.79|0.4|0.66|4424.55|1192.96|1185.63|32.9|
|深南电路|002916.SZ|2025-09-08|1175.6|1172.56|62.61|52.24|7.73|7.73|39.42|38.18|6.56|5.87|0.39|0.65|4484.83|1208.76|1201.43|33.34|
|深南电路|002916.SZ|2025-09-05|1215.14|1212|64.72|54|7.99|7.99|40.75|39.47|6.79|6.06|0.38|0.63|4635.67|1248.3|1240.97|34.43|
|深南电路|002916.SZ|2025-09-04|1125.46|1122.55|59.94|50.01|7.4|7.4|37.74|36.55|6.28|5.62|0.41|0.68|4293.55|1158.63|1151.29|31.94|
|深南电路|002916.SZ|2025-09-03|1237.74|1234.54|65.92|55|8.13|8.13|41.5|40.2|6.91|6.18|0.37|0.62|4721.89|1270.9|1263.57|35.06|
|深南电路|002916.SZ|2025-09-02|1199.4|1196.31|63.88|53.3|7.88|7.88|40.22|38.95|6.7|5.99|0.38|0.64|4575.64|1232.57|1225.23|34|
|深南电路|002916.SZ|2025-09-01|1332.68|1329.24|70.98|59.22|8.76|8.76|44.69|43.28|7.44|6.65|0.35|0.58|5084.1|1365.85|1358.52|37.69|
|深南电路|002916.SZ|2025-08-29|1320.15|1316.74|70.31|58.67|8.68|8.68|44.27|42.88|7.37|6.59|0.35|0.58|5036.28|1353.31|1345.98|37.35|
|深南电路|002916.SZ|2025-08-28|1243.14|1239.93|66.21|55.24|8.17|8.17|41.69|40.38|6.94|6.2|0.37|0.62|4742.5|1276.31|1268.97|35.21|
|深南电路|002916.SZ|2025-08-27|1130.13|1127.21|60.19|56.81|7.48|7.88|37.9|37.27|6.31|6.03|0.41|0.68|721.67|1165.21|1148.12|31.86|
|深南电路|002916.SZ|2025-08-26|1084.72|1081.92|57.77|54.52|7.18|7.56|36.37|35.77|6.06|5.79|0.43|0.71|692.67|1119.8|1102.72|30.6|
|深南电路|002916.SZ|2025-08-25|1074.12|1071.35|57.21|53.99|7.11|7.49|36.02|35.42|6|5.74|0.43|0.72|685.9|1109.2|1092.12|30.3|
|深南电路|002916.SZ|2025-08-22|999.58|997|53.24|50.24|6.62|6.97|33.52|32.97|5.58|5.34|0.46|0.77|638.3|1034.66|1017.57|28.23|
|深南电路|002916.SZ|2025-08-21|943.97|941.54|50.28|47.45|6.25|6.58|31.65|31.13|5.27|5.04|0.49|0.81|602.79|979.05|961.97|26.69|
|深南电路|002916.SZ|2025-08-20|951.51|949.05|50.68|47.83|6.3|6.64|31.91|31.38|5.31|5.08|0.49|0.81|607.6|986.59|969.5|26.9|
|深南电路|002916.SZ|2025-08-19|966.77|964.28|51.49|48.6|6.4|6.74|32.42|31.88|5.4|5.16|0.48|0.8|617.35|1001.85|984.77|27.32|
|深南电路|002916.SZ|2025-08-18|977.18|974.65|52.04|49.12|6.47|6.81|32.77|32.23|5.46|5.22|0.47|0.79|624|1012.26|995.17|27.61|
|深南电路|002916.SZ|2025-08-15|971.51|969|51.74|48.83|6.43|6.78|32.58|32.04|5.43|5.19|0.48|0.79|620.38|1006.59|989.5|27.46|
|深南电路|002916.SZ|2025-08-14|1000.11|997.53|53.27|50.27|6.62|6.97|33.54|32.98|5.58|5.34|0.46|0.77|638.64|1035.19|1018.11|28.25|
|深南电路|002916.SZ|2025-08-13|1025.31|1022.67|54.61|51.54|6.79|7.15|34.38|33.81|5.73|5.47|0.45|0.75|654.74|1060.39|1043.31|28.95|
|深南电路|002916.SZ|2025-08-12|932.1|929.7|49.64|46.85|6.17|6.5|31.26|30.74|5.21|4.98|0.5|0.83|595.21|967.18|950.1|26.36|
|深南电路|002916.SZ|2025-08-11|923.5|921.12|49.19|46.42|6.11|6.44|30.97|30.46|5.16|4.93|0.5|0.83|589.72|958.58|941.5|26.12|
|深南电路|002916.SZ|2025-08-08|890.1|887.8|47.41|44.74|5.89|6.21|29.85|29.36|4.97|4.75|0.52|0.86|568.39|925.18|908.1|25.2|
|深南电路|002916.SZ|2025-08-07|896.7|894.39|47.76|45.07|5.94|6.25|30.07|29.57|5.01|4.79|0.51|0.86|572.61|931.78|914.7|25.38|
|深南电路|002916.SZ|2025-08-06|899.03|896.71|47.88|45.19|5.95|6.27|30.15|29.65|5.02|4.8|0.51|0.86|574.1|934.11|917.03|25.44|
|深南电路|002916.SZ|2025-08-05|906.1|903.76|48.26|45.55|6|6.32|30.38|29.88|5.06|4.84|0.51|0.85|578.61|941.18|924.1|25.64|
|深南电路|002916.SZ|2025-08-04|908.3|905.96|48.38|45.66|6.01|6.33|30.46|29.96|5.07|4.85|0.51|0.85|580.01|943.38|926.3|25.7|
|深南电路|002916.SZ|2025-08-01|903.37|901.04|48.11|45.41|5.98|6.3|30.29|29.79|5.04|4.82|0.51|0.85|576.86|938.45|921.36|25.56|
|深南电路|002916.SZ|2025-07-31|947.44|944.99|50.46|47.62|6.27|6.61|31.77|31.25|5.29|5.06|0.49|0.81|605.01|982.52|965.44|26.79|
|深南电路|002916.SZ|2025-07-30|939.97|937.55|50.06|47.25|6.22|6.56|31.52|31|5.25|5.02|0.49|0.82|600.24|975.05|957.97|26.58|
|深南电路|002916.SZ|2025-07-29|963.44|960.95|51.31|48.43|6.38|6.72|32.31|31.77|5.38|5.14|0.48|0.8|615.22|998.52|981.44|27.23|
|深南电路|002916.SZ|2025-07-28|967.97|965.48|51.55|48.66|6.41|6.75|32.46|31.92|5.41|5.17|0.48|0.79|618.12|1003.05|985.97|27.36|
|深南电路|002916.SZ|2025-07-25|879.96|877.69|46.87|44.23|5.82|6.14|29.51|29.02|4.91|4.7|0.52|0.87|561.92|915.04|897.96|24.92|
|深南电路|002916.SZ|2025-07-24|882.83|880.55|47.02|44.38|5.84|6.16|29.6|29.12|4.93|4.71|0.52|0.87|563.75|917.91|900.83|24.99|
|深南电路|002916.SZ|2025-07-23|881.43|879.16|46.95|44.31|5.83|6.15|29.56|29.07|4.92|4.71|0.52|0.87|562.86|916.51|899.43|24.96|
|深南电路|002916.SZ|2025-07-22|913.43|911.08|48.65|45.91|6.05|6.37|30.63|30.12|5.1|4.88|0.51|0.84|583.29|948.52|931.43|25.84|
|深南电路|002916.SZ|2025-07-21|941.77|939.34|50.16|47.34|6.23|6.57|31.58|31.06|5.26|5.03|0.49|0.82|601.39|976.85|959.77|26.63|
|深南电路|002916.SZ|2025-07-18|877.43|875.17|46.73|44.1|5.81|6.12|29.42|28.94|4.9|4.68|0.53|0.88|560.3|912.51|895.43|24.85|
|深南电路|002916.SZ|2025-07-17|872.76|870.51|46.48|43.87|5.78|6.09|29.27|28.78|4.87|4.66|0.53|0.88|557.32|907.84|890.76|24.72|
|深南电路|002916.SZ|2025-07-16|823.62|821.5|43.87|41.4|5.45|5.74|27.62|27.16|4.6|4.4|0.56|0.93|525.94|858.71|841.62|23.35|
|深南电路|002916.SZ|2025-07-15|879.83|877.56|46.86|44.23|5.82|6.14|29.5|29.02|4.91|4.7|0.52|0.87|561.83|914.91|897.83|24.91|
|深南电路|002916.SZ|2025-07-14|826.63|824.49|44.03|41.55|5.47|5.76|27.72|27.26|4.62|4.41|0.56|0.93|527.86|861.71|844.62|23.44|
|深南电路|002916.SZ|2025-07-11|783.35|781.33|41.72|39.38|5.18|5.46|26.27|25.84|4.37|4.18|0.59|0.98|500.23|818.43|801.35|22.23|
|深南电路|002916.SZ|2025-07-10|795.02|792.97|42.34|39.96|5.26|5.54|26.66|26.22|4.44|4.24|0.58|0.97|507.68|830.1|813.02|22.56|
|深南电路|002916.SZ|2025-07-09|787.35|785.32|41.93|39.58|5.21|5.49|26.4|25.97|4.4|4.2|0.59|0.98|502.78|822.43|805.35|22.35|
|深南电路|002916.SZ|2025-07-08|793.29|791.24|42.25|39.87|5.25|5.53|26.6|26.16|4.43|4.24|0.58|0.97|506.57|828.37|811.28|22.51|
|深南电路|002916.SZ|2025-07-07|762.82|760.85|40.63|38.34|5.05|5.32|25.58|25.16|4.26|4.07|0.61|1.01|487.11|797.9|780.81|21.66|
|深南电路|002916.SZ|2025-07-04|772.75|770.76|41.16|38.84|5.11|5.39|25.91|25.49|4.32|4.13|0.6|1|493.46|807.83|790.75|21.94|
|深南电路|002916.SZ|2025-07-03|756.42|754.47|40.29|38.02|5.01|5.28|25.36|24.95|4.22|4.04|0.61|1.02|483.03|791.5|774.41|21.49|
|深南电路|002916.SZ|2025-07-02|701.14|699.34|37.34|35.24|4.64|4.89|23.51|23.12|3.92|3.74|0.66|1.1|447.73|736.23|719.14|19.95|
|深南电路|002916.SZ|2025-07-01|740.02|738.11|39.41|37.2|4.9|5.16|24.81|24.41|4.13|3.95|0.62|1.04|472.55|775.1|758.01|21.03|
|深南电路|002916.SZ|2025-06-30|718.81|716.96|38.28|36.13|4.76|5.01|24.1|23.71|4.01|3.84|0.64|1.07|459.01|753.89|736.81|20.44|
|深南电路|002916.SZ|2025-06-27|719.75|717.89|38.33|36.18|4.76|5.02|24.13|23.74|4.02|3.84|0.64|1.07|459.61|754.83|737.74|20.47|
|深南电路|002916.SZ|2025-06-26|698.14|696.34|37.18|35.09|4.62|4.87|23.41|23.02|3.9|3.73|0.66|1.1|445.81|733.22|716.14|19.87|
|深南电路|002916.SZ|2025-06-25|666.07|664.36|35.48|33.48|4.41|4.65|22.33|21.97|3.72|3.56|0.69|1.16|425.34|701.15|684.07|18.98|
|深南电路|002916.SZ|2025-06-24|649.41|647.73|34.59|32.64|4.3|4.53|21.78|21.42|3.63|3.47|0.71|1.18|414.69|684.49|667.4|18.52|
|深南电路|002916.SZ|2025-06-23|653.41|651.72|34.8|32.84|4.32|4.56|21.91|21.55|3.65|3.49|0.71|1.18|417.25|688.49|671.4|18.63|
|深南电路|002916.SZ|2025-06-20|661.61|659.9|35.24|33.26|4.38|4.61|22.18|21.82|3.69|3.53|0.7|1.16|422.48|696.69|679.6|18.86|
|深南电路|002916.SZ|2025-06-19|683.88|682.11|36.42|34.38|4.53|4.77|22.93|22.55|3.82|3.65|0.68|1.12|436.7|718.96|701.87|19.47|
|深南电路|002916.SZ|2025-06-18|690.74|688.96|36.79|34.72|4.57|4.82|23.16|22.78|3.86|3.69|0.67|1.11|441.09|725.82|708.74|19.67|
|深南电路|002916.SZ|2025-06-17|645.27|643.61|34.37|32.43|4.27|4.5|21.64|21.28|3.6|3.45|0.72|1.19|412.05|680.35|663.27|18.4|
|深南电路|002916.SZ|2025-06-16|659.74|658.04|35.14|33.16|4.37|4.6|22.12|21.76|3.68|3.52|0.7|1.17|421.29|694.82|677.74|18.8|
|深南电路|002916.SZ|2025-06-13|636.74|635.09|33.91|32.01|4.21|4.44|21.35|21|3.56|3.4|0.72|1.21|406.6|671.82|654.73|18.17|
|深南电路|002916.SZ|2025-06-12|639.74|638.09|34.07|32.16|4.23|4.46|21.45|21.1|3.57|3.42|0.72|1.2|408.52|674.82|657.73|18.25|
|深南电路|002916.SZ|2025-06-11|626.47|624.85|33.37|31.49|4.15|4.37|21.01|20.66|3.5|3.34|0.74|1.23|400.05|661.55|644.47|17.88|
|深南电路|002916.SZ|2025-06-10|629.4|627.78|33.52|31.64|4.17|4.39|21.11|20.76|3.51|3.36|0.73|1.22|401.92|664.48|647.4|17.96|
|深南电路|002916.SZ|2025-06-09|630.47|628.84|33.58|31.69|4.17|4.4|21.14|20.79|3.52|3.37|0.73|1.22|402.6|665.55|648.47|17.99|
|深南电路|002916.SZ|2025-06-06|612.6|611.02|32.63|30.79|4.05|4.27|20.54|20.2|3.42|3.27|0.75|1.26|391.19|647.68|630.6|17.5|
|深南电路|002916.SZ|2025-06-05|616.2|614.61|32.82|30.97|4.08|4.3|20.66|20.32|3.44|3.29|0.75|1.25|393.49|651.28|634.2|17.6|
|深南电路|002916.SZ|2025-06-04|587.87|586.35|31.31|29.55|3.89|4.1|19.71|19.39|3.28|3.14|0.79|1.31|375.39|622.95|605.86|16.81|
|深南电路|002916.SZ|2025-06-03|574.66|573.18|30.61|28.89|3.8|4.01|19.27|18.95|3.21|3.07|0.8|1.34|366.96|609.74|592.66|16.44|
|深南电路|002916.SZ|2025-05-30|561.8|560.35|29.92|28.24|3.72|3.92|18.84|18.53|3.14|3|0.82|1.37|358.75|596.88|579.79|16.09|
|深南电路|002916.SZ|2025-05-29|566.93|565.47|30.19|28.5|3.75|3.95|19.01|18.7|3.17|3.03|0.81|1.36|362.02|602.01|584.93|16.23|
|深南电路|002916.SZ|2025-05-28|551.24|549.82|29.36|27.71|3.65|3.65|18.48|18.18|3.08|2.94|0.84|0.84|352.01|586.32|569.24|15.79|
|深南电路|002916.SZ|2025-05-27|541.24|539.84|28.83|27.21|3.58|3.58|18.15|17.85|3.02|2.89|0.85|0.85|345.62|576.32|559.24|15.52|
|深南电路|002916.SZ|2025-05-26|560.27|558.82|29.84|28.16|3.71|3.71|18.79|18.48|3.13|2.99|0.82|0.82|357.77|595.35|578.26|16.04|
|深南电路|002916.SZ|2025-05-23|556.99|555.55|29.67|28|3.69|3.69|18.68|18.37|3.11|2.97|0.83|0.83|355.67|592.07|574.98|15.95|
|深南电路|002916.SZ|2025-05-22|568.37|566.9|30.27|28.57|3.76|3.76|19.06|18.74|3.17|3.03|0.81|0.81|362.94|603.45|586.37|16.27|
|深南电路|002916.SZ|2025-05-21|570.94|569.46|30.41|28.7|3.78|3.78|19.14|18.83|3.19|3.05|0.81|0.81|364.58|606.02|588.93|16.34|
|深南电路|002916.SZ|2025-05-20|570.42|568.95|30.38|28.67|3.78|3.78|19.13|18.81|3.19|3.05|0.81|0.81|364.26|605.5|588.42|16.33|
|深南电路|002916.SZ|2025-05-19|574.73|573.25|30.61|28.89|3.8|3.8|19.27|18.95|3.21|3.07|0.8|0.8|367.01|609.81|592.73|16.45|
|深南电路|002916.SZ|2025-05-16|569.14|567.67|30.31|28.61|3.77|3.77|19.08|18.77|3.18|3.04|0.81|0.81|363.44|604.22|587.14|16.29|
|深南电路|002916.SZ|2025-05-15|571.4|569.92|30.43|28.72|3.78|3.78|19.16|18.84|3.19|3.05|0.81|0.81|364.88|606.48|589.39|16.35|
|深南电路|002916.SZ|2025-05-14|593.5|591.97|31.61|29.83|3.93|3.93|19.9|19.57|3.31|3.17|0.78|0.78|378.99|628.58|611.5|16.97|
|深南电路|002916.SZ|2025-05-13|593.71|592.18|31.62|29.84|3.93|3.93|19.91|19.58|3.32|3.17|0.78|0.78|379.12|628.79|611.7|16.97|
|深南电路|002916.SZ|2025-05-12|598.02|596.47|31.85|30.06|3.96|3.96|20.05|19.72|3.34|3.19|0.77|0.77|381.88|633.1|616.01|17.09|
|深南电路|002916.SZ|2025-05-09|590.22|588.7|31.44|29.67|3.91|3.91|19.79|19.47|3.3|3.15|0.78|0.78|376.9|625.3|608.22|16.88|
|深南电路|002916.SZ|2025-05-08|611.61|610.03|32.57|30.74|4.05|4.05|20.51|20.17|3.42|3.27|0.75|0.75|390.55|646.69|629.6|17.47|
|深南电路|002916.SZ|2025-05-07|593.86|592.33|31.63|29.85|3.93|3.93|19.91|19.59|3.32|3.17|0.78|0.78|379.22|628.94|611.86|16.98|
|深南电路|002916.SZ|2025-05-06|593.14|591.61|31.59|29.81|3.93|3.93|19.89|19.56|3.31|3.17|0.78|0.78|378.76|628.22|611.14|16.96|
|深南电路|002916.SZ|2025-04-30|559.14|557.7|29.78|28.11|3.7|3.7|18.75|18.44|3.12|2.99|0.83|0.83|357.05|594.22|577.14|16.01|
|深南电路|002916.SZ|2025-04-29|554.22|552.79|29.52|27.86|3.67|3.67|18.58|18.28|3.09|2.96|0.83|0.83|353.91|589.3|572.21|15.88|
|深南电路|002916.SZ|2025-04-28|558.16|556.72|29.73|28.06|3.69|3.69|18.72|18.41|3.12|2.98|0.83|0.83|356.43|593.25|576.16|15.99|
|深南电路|002916.SZ|2025-04-25|560.68|559.23|29.86|28.18|3.71|3.71|18.8|18.49|3.13|2.99|0.82|0.82|358.03|595.76|578.67|16.06|
|深南电路|002916.SZ|2025-04-24|545.03|543.63|29.03|27.4|3.61|3.61|18.28|17.98|3.04|2.91|0.85|0.85|348.04|580.12|563.03|15.62|
|深南电路|002916.SZ|2025-04-23|567.7|566.24|30.24|30.24|3.88|3.88|19.04|19.04|3.17|3.17|0.81|0.81|461.82|600.65|585.12|16.24|
|深南电路|002916.SZ|2025-04-22|568.88|567.42|30.3|30.3|3.89|3.89|19.08|19.08|3.18|3.18|0.81|0.81|462.78|601.83|586.3|16.27|
|深南电路|002916.SZ|2025-04-21|568.78|567.31|30.29|30.29|3.89|3.89|19.07|19.07|3.18|3.18|0.81|0.81|462.69|601.73|586.2|16.27|
|深南电路|002916.SZ|2025-04-18|552.98|551.56|29.45|29.45|3.78|3.78|18.54|18.54|3.09|3.09|0.83|0.83|449.84|585.94|570.4|15.83|
|深南电路|002916.SZ|2025-04-17|540.68|539.28|28.8|28.8|3.7|3.7|18.13|18.13|3.02|3.02|0.85|0.85|439.83|573.63|558.09|15.49|
|深南电路|002916.SZ|2025-04-16|543.34|541.94|28.94|28.94|3.72|3.72|18.22|18.22|3.03|3.03|0.85|0.85|442|576.29|560.76|15.56|
|深南电路|002916.SZ|2025-04-15|554.93|553.5|29.56|29.56|3.8|3.8|18.61|18.61|3.1|3.1|0.83|0.83|451.43|587.88|572.35|15.88|
|深南电路|002916.SZ|2025-04-14|561.96|560.51|29.93|29.93|3.84|3.84|18.84|18.84|3.14|3.14|0.82|0.82|457.14|594.91|579.38|16.08|
|深南电路|002916.SZ|2025-04-11|565.04|563.58|30.09|30.09|3.87|3.87|18.95|18.95|3.16|3.16|0.82|0.82|459.65|597.99|582.45|16.16|
|深南电路|002916.SZ|2025-04-10|552.63|551.2|29.43|29.43|3.78|3.78|18.53|18.53|3.09|3.09|0.84|0.84|449.55|585.58|570.04|15.82|
|深南电路|002916.SZ|2025-04-09|538.73|537.34|28.69|28.69|3.69|3.69|18.06|18.06|3.01|3.01|0.86|0.86|438.24|571.68|556.14|15.43|
|深南电路|002916.SZ|2025-04-08|535.7|534.32|28.53|28.53|3.66|3.66|17.96|17.96|2.99|2.99|0.86|0.86|435.78|568.65|553.12|15.35|
