vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,澜起科技2017年1月至2026年7月市盈率TTM历史走势,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|澜起科技|688008.SH|2022-04-28|652.96|311.02|59.16|78.75|7.79|7.75|65.29|116.99|35.8|25.49||0.52|20901.42|653.1|595.87|51.49|
|澜起科技|688008.SH|2022-04-27|643.44|306.48|58.3|77.6|7.68|7.63|64.34|115.29|35.28|25.11||0.53|20596.82|643.58|586.36|50.66|
|澜起科技|688008.SH|2022-04-26|590.2|281.12|53.48|71.18|7.04|7|59.01|105.75|32.36|23.04||0.57|18892.51|590.34|533.12|46.06|
|澜起科技|688008.SH|2022-04-25|622.03|296.28|56.36|75.02|7.42|7.38|62.2|111.45|34.11|24.28||0.55|19911.47|622.17|564.95|48.81|
|澜起科技|688008.SH|2022-04-22|652.96|311.02|59.16|78.75|7.79|7.75|65.29|116.99|35.8|25.49||0.52|20901.42|653.1|595.87|51.49|
|澜起科技|688008.SH|2022-04-21|670.75|319.49|60.77|80.9|8|7.96|67.07|120.18|36.78|26.18||0.51|21470.74|670.88|613.66|53.02|
|澜起科技|688008.SH|2022-04-20|677.77|322.83|61.41|81.74|8.09|8.04|67.77|121.44|37.17|26.45||0.5|21695.56|677.91|620.68|53.63|
|澜起科技|688008.SH|2022-04-19|681.17|324.45|61.72|82.15|8.13|8.08|68.11|122.04|37.35|26.59||0.5|21804.35|681.3|624.08|53.92|
|澜起科技|688008.SH|2022-04-18|709.6|337.99|64.29|85.58|8.47|8.42|70.95|127.14|38.91|27.7||0.48|22714.52|709.74|652.52|56.38|
|澜起科技|688008.SH|2022-04-15|686.49|326.99|62.2|82.8|8.19|8.15|68.64|123|37.64|26.8||0.49|21974.78|686.63|629.41|54.38|
|澜起科技|688008.SH|2022-04-14|642.42|306|58.21|77.48|7.67|7.62|64.24|115.1|35.23|25.07||0.53|20564.19|642.56|585.34|50.58|
|澜起科技|688008.SH|2022-04-13|632.12|301.09|57.27|76.24|7.54|7.5|63.2|113.26|34.66|24.67||0.54|20234.2|632.25|575.03|49.69|
|澜起科技|688008.SH|2022-04-12|659.42|314.09|59.75|79.53|7.87|7.82|65.93|118.15|36.16|25.74||0.51|21108.12|659.55|602.33|52.04|
|澜起科技|688008.SH|2022-04-11|670.63|319.43|60.76|80.88|8|7.96|67.06|120.16|36.77|26.18||0.51|21467.11|670.77|613.55|53.01|
|澜起科技|688008.SH|2022-04-08|688.3|327.85|62.36|83.01|8.21|8.17|68.82|123.32|37.74|26.87||0.49|22032.8|688.44|631.22|54.54|
|澜起科技|688008.SH|2022-04-07|664.06|316.3|60.17|80.09|7.92|7.88|66.4|118.98|36.41|25.92||0.51|21256.79|664.2|606.98|52.45|
|澜起科技|688008.SH|2022-04-06|698.95|332.92|63.33|84.3|8.34|8.29|69.89|125.23|38.33|27.28||0.49|22373.66|699.09|641.87|55.46|
|澜起科技|688008.SH|2022-04-01|738.26|351.65|66.89|89.04|8.81|8.76|73.82|132.27|40.48|28.82||0.46|23631.95|738.4|681.18|58.86|
|澜起科技|688008.SH|2022-03-31|762.39|363.14|69.08|91.95|9.1|9.05|76.23|136.6|41.81|29.76||0.45|24404.33|762.53|705.31|60.94|
|澜起科技|688008.SH|2022-03-30|786.75|374.74|71.28|94.89|9.39|9.34|78.67|140.96|43.14|30.71||0.43|25183.97|786.88|729.66|63.05|
|澜起科技|688008.SH|2022-03-29|769.19|366.38|69.69|92.77|9.18|9.13|76.91|137.82|42.18|30.02||0.44|24621.91|769.33|712.1|61.53|
|澜起科技|688008.SH|2022-03-28|795.81|379.06|72.1|95.98|9.5|9.44|79.57|142.59|43.64|31.06||0.43|25474.06|795.95|738.72|63.83|
|澜起科技|688008.SH|2022-03-25|805.1|383.48|72.95|97.1|9.61|9.55|80.5|144.25|44.15|31.42||0.42|25771.41|805.24|748.01|64.63|
|澜起科技|688008.SH|2022-03-24|816.88|389.09|74.01|98.52|9.75|9.69|81.68|146.36|44.79|31.88||0.42|26148.54|817.02|759.79|65.65|
|澜起科技|688008.SH|2022-03-23|832.06|396.32|75.39|100.35|9.93|9.87|83.2|149.08|45.63|32.48||0.41|26634.45|832.2|774.97|66.96|
|澜起科技|688008.SH|2022-03-22|847.01|403.45|76.74|102.16|10.11|10.05|84.69|151.76|46.45|33.06||0.4|27113.11|847.15|789.93|68.25|
|澜起科技|688008.SH|2022-03-21|858.68|409|77.8|103.56|10.25|10.19|85.86|153.85|47.09|33.52||0.4|27486.61|858.82|801.6|69.26|
|澜起科技|688008.SH|2022-03-18|843.95|401.99|76.47|101.79|10.07|10.01|84.39|151.21|46.28|32.94||0.4|27015.2|844.09|786.87|67.99|
|澜起科技|688008.SH|2022-03-17|866.27|412.62|78.49|104.48|10.34|10.28|86.62|155.21|47.5|33.81||0.39|27729.56|866.41|809.19|69.92|
|澜起科技|688008.SH|2022-03-16|845.99|402.96|76.65|102.03|10.1|10.04|84.59|151.58|46.39|33.02||0.4|27080.47|846.13|788.91|68.17|
|澜起科技|688008.SH|2022-03-15|840.56|400.37|76.16|101.38|10.03|9.97|84.05|150.6|46.09|32.81||0.4|26906.41|840.69|783.47|67.7|
|澜起科技|688008.SH|2022-03-14|847.92|403.88|76.83|102.27|10.12|10.06|84.78|151.92|46.5|33.1||0.4|27142.12|848.06|790.83|68.33|
|澜起科技|688008.SH|2022-03-11|870.92|414.83|78.91|105.04|10.39|10.33|87.08|156.04|47.76|33.99||0.39|27878.24|871.05|813.83|70.32|
|澜起科技|688008.SH|2022-03-10|835.8|398.1|75.73|100.8|9.97|9.92|83.57|149.75|45.83|32.62||0.41|26754.11|835.94|778.71|67.29|
|澜起科技|688008.SH|2022-03-09|832.29|396.43|75.41|100.38|9.93|9.88|83.22|149.12|45.64|32.49||0.41|26641.7|832.42|775.2|66.98|
|澜起科技|688008.SH|2022-03-08|828.09|394.44|75.03|99.87|9.88|9.83|82.8|148.37|45.41|32.32||0.41|26507.53|828.23|771.01|66.62|
|澜起科技|688008.SH|2022-03-07|823.22|392.11|74.59|99.29|9.82|9.77|82.31|147.5|45.14|32.13||0.41|26351.6|823.36|766.14|66.2|
|澜起科技|688008.SH|2022-03-04|870.35|414.56|78.86|104.97|10.39|10.33|87.03|155.94|47.73|33.97||0.39|27860.1|870.49|813.26|70.27|
|澜起科技|688008.SH|2022-03-03|872.84|415.75|79.08|105.27|10.42|10.36|87.27|156.39|47.86|34.07||0.39|27939.88|872.98|815.76|70.49|
|澜起科技|688008.SH|2022-03-02|871.14|414.94|78.93|105.07|10.4|10.34|87.1|156.08|47.77|34||0.39|27885.49|871.28|814.06|70.34|
|澜起科技|688008.SH|2022-03-01|857.21|408.3|77.67|103.39|10.23|10.17|85.71|153.59|47|33.46||0.4|27439.47|857.35|800.12|69.14|
|澜起科技|688008.SH|2022-02-28|875.67|417.1|79.34|105.61|10.45|10.39|87.56|156.89|48.02|34.18||0.39|28030.54|875.81|818.59|70.73|
|澜起科技|688008.SH|2022-02-25|873.75|416.18|79.17|105.38|10.43|10.37|87.36|156.55|47.91|34.1||0.39|27968.89|873.88|816.66|70.56|
|澜起科技|688008.SH|2022-02-24|896.4|426.97|81.22|108.11|10.7|10.64|89.63|160.61|49.15|34.99||0.38|28694.13|896.54|839.32|72.52|
|澜起科技|688008.SH|2022-02-23|895.72|426.65|81.16|108.03|10.69|10.63|89.56|160.49|49.12|34.96||0.38|28672.37|895.86|838.64|72.46|
|澜起科技|688008.SH|2022-02-22|846.56|403.23|76.7|102.1|10.1|10.04|84.65|151.68|46.42|33.04||0.4|27098.6|846.7|789.47|68.22|
|澜起科技|688008.SH|2022-02-21|846.33|403.12|76.68|102.07|10.1|10.04|84.62|151.64|46.41|33.03||0.4|27091.35|846.47|789.25|68.2|
|澜起科技|688008.SH|2022-02-18|841.8|400.96|76.27|101.53|10.05|9.99|84.17|150.83|46.16|32.86||0.4|26946.3|841.94|784.72|67.8|
|澜起科技|688008.SH|2022-02-17|845.09|402.53|76.57|101.92|10.08|10.03|84.5|151.41|46.34|32.99||0.4|27051.46|845.22|788|68.09|
|澜起科技|688008.SH|2022-02-16|843.61|401.83|76.44|101.75|10.07|10.01|84.35|151.15|46.26|32.93||0.4|27004.32|843.75|786.53|67.96|
|澜起科技|688008.SH|2022-02-15|864.34|411.7|78.31|104.25|10.31|10.26|86.42|154.86|47.4|33.74||0.39|27667.92|864.48|807.26|69.75|
|澜起科技|688008.SH|2022-02-14|804.98|383.43|72.94|97.09|9.61|9.55|80.49|144.23|44.14|31.42||0.42|25767.79|805.12|747.9|64.62|
|澜起科技|688008.SH|2022-02-11|809.74|385.69|73.37|97.66|9.66|9.61|80.97|145.08|44.4|31.61||0.42|25920.09|809.88|752.66|65.03|
|澜起科技|688008.SH|2022-02-10|844.29|402.15|76.5|101.83|10.08|10.02|84.42|151.27|46.3|32.95||0.4|27026.08|844.43|787.21|68.02|
|澜起科技|688008.SH|2022-02-09|772.25|367.83|69.97|104.59|9.22|9.51|77.22|138.36|42.35|39.64||0.44||772.38|715.16|61.79|
|澜起科技|688008.SH|2022-02-08|779.84|371.45|70.66|105.62|9.31|9.6|77.97|139.72|42.76|40.03||0.44||779.97|722.75|62.45|
|澜起科技|688008.SH|2022-02-07|814.09|387.19|73.76|110.26|9.71|10.07|81.4|145.86|44.64|41.79||0.42||814.23|757|65.41|
|澜起科技|688008.SH|2022-01-28|806.06|383.37|73.03|109.17|9.62|9.97|80.6|144.42|44.2|41.38||0.42||806.19|748.97|64.72|
|澜起科技|688008.SH|2022-01-27|831.51|395.48|75.34|112.62|9.92|10.28|83.14|148.98|45.6|42.69||0.41||831.65|774.43|66.91|
|澜起科技|688008.SH|2022-01-26|858.66|408.39|77.8|116.29|10.25|10.62|85.86|153.85|47.08|44.08||0.4||858.8|801.58|69.26|
|澜起科技|688008.SH|2022-01-25|847.01|402.85|76.74|114.71|10.11|10.47|84.69|151.76|46.45|43.48||0.4||847.15|789.92|68.25|
|澜起科技|688008.SH|2022-01-24|861.38|409.68|78.05|116.66|10.28|10.65|86.13|154.33|47.23|44.22||0.39||861.51|804.29|69.5|
|澜起科技|688008.SH|2022-01-21|873.37|415.39|79.13|118.28|10.42|10.8|87.33|156.48|47.89|44.84||0.39||873.51|816.28|70.53|
|澜起科技|688008.SH|2022-01-20|894.98|425.66|81.09|121.21|10.68|11.07|89.49|160.35|49.08|45.95||0.38||895.11|837.89|72.4|
|澜起科技|688008.SH|2022-01-19|900.86|428.46|81.62|122.01|10.75|11.14|90.08|161.41|49.4|46.25||0.38||901|843.77|72.91|
|澜起科技|688008.SH|2022-01-18|926.99|440.89|83.99|125.55|11.06|11.46|92.69|166.09|50.83|47.59||0.37||927.13|869.91|75.17|
|澜起科技|688008.SH|2022-01-17|889.09|422.87|80.56|120.41|10.61|10.99|88.9|159.3|48.75|45.64||0.38||889.23|832.01|71.89|
|澜起科技|688008.SH|2022-01-14|854.14|406.24|77.39|115.68|10.19|10.56|85.4|153.04|46.84|43.85||0.4||854.27|797.05|68.87|
|澜起科技|688008.SH|2022-01-13|839.2|399.14|76.04|113.66|10.01|10.38|83.91|150.36|46.02|43.08||0.4||839.34|782.12|67.58|
|澜起科技|688008.SH|2022-01-12|877.33|417.27|79.49|118.82|10.47|10.85|87.72|157.19|48.11|45.04||0.39||877.47|820.24|70.87|
|澜起科技|688008.SH|2022-01-11|875.97|416.62|79.37|118.64|10.45|10.83|87.59|156.95|48.03|44.97||0.39||876.11|818.89|70.76|
|澜起科技|688008.SH|2022-01-10|890.34|423.46|80.67|120.58|10.62|11.01|89.02|159.52|48.82|45.71||0.38||890.48|833.25|72|
|澜起科技|688008.SH|2022-01-07|853.91|406.13|77.37|115.65|10.19|10.56|85.38|153|46.82|43.84||0.4||854.05|796.83|68.85|
|澜起科技|688008.SH|2022-01-06|870.77|414.15|78.9|117.93|10.39|10.77|87.07|156.02|47.75|44.7||0.39||870.9|813.68|70.31|
|澜起科技|688008.SH|2022-01-05|919.75|437.45|83.33|124.57|10.98|11.37|91.97|164.79|50.43|47.22||0.37||919.89|862.67|74.54|
|澜起科技|688008.SH|2022-01-04|955.95|454.67|86.61|129.47|11.41|11.59|95.58|171.28|52.42|49.08||0.35||956.09|898.87|77.67|
|澜起科技|688008.SH|2021-12-31|948.83|451.28|85.97|128.5|11.32|11.5|94.87|170|52.03|48.71||0.36||948.96|891.74|77.05|
|澜起科技|688008.SH|2021-12-30|951.88|452.73|86.25|128.92|11.36|11.54|95.18|170.55|52.2|48.87||0.36||952.02|894.8|77.32|
|澜起科技|688008.SH|2021-12-29|889.21|422.92|80.57|120.43|10.61|10.78|88.91|159.32|48.76|45.65||0.38||889.34|832.12|71.9|
|澜起科技|688008.SH|2021-12-28|903.35|429.65|81.85|122.34|10.78|10.95|90.32|161.85|49.53|46.38||0.38||903.49|846.26|73.12|
|澜起科技|688008.SH|2021-12-27|927.9|441.32|84.07|125.67|11.07|11.25|92.78|166.25|50.88|47.64||0.37||928.04|870.81|75.24|
|澜起科技|688008.SH|2021-12-24|925.64|440.13|83.87|125.36|11.05|11.23|92.55|165.85|50.76|47.52||0.37||925.77|868.55|75.05|
|澜起科技|688008.SH|2021-12-23|917.27|436.15|83.11|124.23|10.95|11.13|91.72|164.35|50.3|47.09||0.37||917.4|860.18|74.32|
|澜起科技|688008.SH|2021-12-22|939.66|446.8|85.14|127.26|11.21|11.4|93.96|168.36|51.53|48.24||0.36||939.8|882.57|76.26|
|澜起科技|688008.SH|2021-12-21|954.48|453.84|86.48|129.27|11.39|11.58|95.44|171.01|52.34|49||0.36||954.61|897.39|77.54|
|澜起科技|688008.SH|2021-12-20|924.05|439.37|83.72|125.15|11.03|11.21|92.39|165.56|50.67|47.44||0.37||924.19|866.97|74.91|
|澜起科技|688008.SH|2021-12-17|916.13|435.61|83.01|124.08|10.93|11.12|91.6|164.14|50.24|47.03||0.37||916.27|859.05|74.23|
|澜起科技|688008.SH|2021-12-16|916.25|435.66|83.02|124.09|10.93|11.12|91.61|164.16|50.24|47.04||0.37||916.39|859.16|74.24|
|澜起科技|688008.SH|2021-12-15|865.8|411.68|78.45|117.26|10.33|10.51|86.57|155.13|47.48|44.45||0.39||865.94|808.72|69.88|
|澜起科技|688008.SH|2021-12-14|825.65|392.59|74.81|111.82|9.85|10.02|82.56|147.93|45.27|42.39||0.41||825.79|768.57|66.41|
|澜起科技|688008.SH|2021-12-13|829.05|394.2|75.12|112.28|9.89|10.06|82.9|148.54|45.46|42.56||0.41||829.18|771.96|66.7|
|澜起科技|688008.SH|2021-12-10|848.27|403.34|76.86|114.89|10.12|10.29|84.82|151.99|46.51|43.55||0.4||848.41|791.19|68.36|
|澜起科技|688008.SH|2021-12-09|862.3|410.01|78.13|116.78|10.29|10.46|86.22|154.5|47.28|44.27||0.39||862.44|805.21|69.57|
|澜起科技|688008.SH|2021-12-08|851.1|404.69|77.11|115.27|10.16|10.33|85.1|152.49|46.67|43.69||0.4||851.24|794.02|68.61|
|澜起科技|688008.SH|2021-12-07|829.05|394.2|75.12|112.28|9.89|10.06|82.9|148.54|45.46|42.56||0.41||829.18|771.96|66.7|
|澜起科技|688008.SH|2021-12-06|834.36|396.73|75.6|113|9.96|10.12|83.43|149.49|45.75|42.83||0.41||834.5|777.28|67.16|
|澜起科技|688008.SH|2021-12-03|872.82|327.82|79.08|118.21|10.42|10.59|87.27|156.38|47.86|44.81||0.39||872.95|815.73|70.48|
|澜起科技|688008.SH|2021-12-02|870.33|326.89|78.86|117.87|10.39|10.4|87.02|155.94|47.72|44.68||0.39||870.47|813.24|70.27|
|澜起科技|688008.SH|2021-12-01|885.37|332.54|80.22|119.91|10.57|10.58|88.53|158.63|48.55|45.45||0.38||885.51|828.29|71.57|
|澜起科技|688008.SH|2021-11-30|930.95|349.66|84.35|126.08|11.11|11.12|93.08|166.8|51.05|47.79||0.36||931.09|873.87|75.51|
|澜起科技|688008.SH|2021-11-29|917.83|344.73|83.16|124.31|10.95|10.96|91.77|164.45|50.33|47.12||0.37||917.97|860.75|74.37|
|澜起科技|688008.SH|2021-11-26|875.53|328.84|79.33|118.58|10.45|10.46|87.54|156.87|48.01|44.95||0.39||875.67|818.45|70.72|
|澜起科技|688008.SH|2021-11-25|904.82|339.85|81.98|122.54|10.8|10.81|90.47|162.12|49.62|46.45||0.38||904.96|847.74|73.25|
|澜起科技|688008.SH|2021-11-24|947.8|355.99|85.88|128.37|11.31|11.32|94.77|169.82|51.97|48.66||0.36||947.94|890.72|76.96|
|澜起科技|688008.SH|2021-11-23|950.97|357.18|86.16|128.79|11.35|11.36|95.09|170.39|52.15|48.82||0.36||951.11|893.89|77.24|
|澜起科技|688008.SH|2021-11-22|950.07|356.84|86.08|128.67|11.34|11.35|95|170.22|52.1|48.77||0.36||950.2|892.98|77.16|
|澜起科技|688008.SH|2021-11-19|846.69|318.01|76.71|114.67|10.1|10.11|84.66|151.7|46.43|43.47||0.4||846.83|789.6|68.23|
|澜起科技|688008.SH|2021-11-18|843.86|316.95|76.46|114.29|10.07|10.08|84.38|151.19|46.27|43.32||0.4||844|786.78|67.98|
|澜起科技|688008.SH|2021-11-17|842.73|316.52|76.36|114.13|10.06|10.06|84.26|150.99|46.21|43.26||0.4||842.87|785.65|67.88|
|澜起科技|688008.SH|2021-11-16|843.97|316.99|76.47|114.3|10.07|10.07|84.39|151.22|46.28|43.33||0.4||844.11|786.89|67.99|
|澜起科技|688008.SH|2021-11-15|862.18|323.83|78.12|116.77|10.29|10.29|86.21|154.48|47.28|44.26||0.39||862.32|805.1|69.57|
|澜起科技|688008.SH|2021-11-12|873.16|327.95|79.11|118.26|10.42|10.42|87.31|156.44|47.88|44.83||0.39||873.29|816.07|70.51|
|澜起科技|688008.SH|2021-11-11|890.12|334.32|80.65|120.55|10.62|10.62|89|159.48|48.81|45.7||0.38||890.26|833.04|71.98|
|澜起科技|688008.SH|2021-11-10|866.37|325.4|78.5|117.34|10.34|10.34|86.63|155.23|47.51|44.48||0.39||866.51|809.28|69.93|
|澜起科技|688008.SH|2021-11-09|859.58|322.85|77.88|116.42|10.26|10.26|85.95|154.01|47.13|44.13||0.39||859.72|802.5|69.34|
|澜起科技|688008.SH|2021-11-08|847.71|318.39|76.81|114.81|10.12|10.12|84.76|151.88|46.48|43.52||0.4||847.84|790.62|68.31|
|澜起科技|688008.SH|2021-11-05|840.69|315.76|76.17|113.86|10.03|10.03|84.06|150.63|46.1|43.16||0.4||840.83|783.61|67.71|
|澜起科技|688008.SH|2021-11-04|821.92|308.71|74.47|111.32|9.81|9.81|82.18|147.26|45.07|42.19||0.41||822.06|764.83|66.09|
|澜起科技|688008.SH|2021-11-03|818.64|307.48|74.17|110.87|9.77|9.77|81.85|146.68|44.89|42.03||0.41||818.78|761.55|65.8|
|澜起科技|688008.SH|2021-11-02|815.36|306.24|73.88|110.43|9.73|9.73|81.53|146.09|44.71|41.86||0.42||815.5|758.27|65.52|
|澜起科技|688008.SH|2021-11-01|814.45|305.9|73.79|110.31|9.72|9.72|81.44|145.93|44.66|41.81||0.42||814.59|757.37|65.44|
|澜起科技|688008.SH|2021-10-29|736.3|276.55|66.71|99.72|8.79|8.79|73.62|131.92|40.37|37.8||0.46||736.44|679.22|58.69|
|澜起科技|688008.SH|2021-10-28|659.39|247.66|59.74|81.41|8.11|8.11|65.93|107.57|36.16|45.21||0.51||659.49|601.06|51.94|
|澜起科技|688008.SH|2021-10-27|640.16|240.44|58|79.03|7.88|7.88|64.01|104.44|35.1|43.89||0.53||640.26|581.83|50.27|
|澜起科技|688008.SH|2021-10-26|653.4|245.41|59.2|80.67|8.04|8.04|65.33|106.59|35.83|44.8||0.52||653.5|595.07|51.42|
|澜起科技|688008.SH|2021-10-25|644.69|242.14|58.41|79.59|7.93|7.93|64.46|105.17|35.35|44.2||0.53||644.79|586.36|50.66|
|澜起科技|688008.SH|2021-10-22|638.47|239.8|57.85|78.82|7.86|7.86|63.84|104.16|35.01|43.77||0.53||638.57|580.14|50.13|
|澜起科技|688008.SH|2021-10-21|626.59|235.34|56.77|77.36|7.71|7.71|62.65|102.22|34.36|42.96||0.54||626.69|568.26|49.1|
|澜起科技|688008.SH|2021-10-20|632.25|237.47|57.29|78.05|7.78|7.78|63.22|103.14|34.67|43.35||0.54||632.34|573.92|49.59|
|澜起科技|688008.SH|2021-10-19|657.81|247.07|59.6|81.21|8.09|8.09|65.77|107.31|36.07|45.1||0.52||657.91|599.48|51.8|
|澜起科技|688008.SH|2021-10-18|663.91|249.36|60.15|81.96|8.17|8.17|66.38|108.31|36.41|45.52||0.51||664.01|605.59|52.33|
|澜起科技|688008.SH|2021-10-15|663.8|249.32|60.14|81.95|8.17|8.17|66.37|108.29|36.4|45.51||0.51||663.9|605.47|52.32|
|澜起科技|688008.SH|2021-10-14|670.81|251.95|60.78|82.82|8.25|8.25|67.07|109.44|36.78|45.99||0.51||670.91|612.48|52.92|
|澜起科技|688008.SH|2021-10-13|679.52|255.22|61.57|83.89|8.36|8.36|67.94|110.86|37.26|46.59||0.5||679.62|621.19|53.67|
|澜起科技|688008.SH|2021-10-12|669.68|251.53|60.68|82.68|8.24|8.24|66.96|109.25|36.72|45.91||0.51||669.78|611.35|52.82|
|澜起科技|688008.SH|2021-10-11|696.71|261.68|63.13|86.01|8.57|8.57|69.66|113.66|38.2|47.77||0.49||696.81|638.39|55.16|
|澜起科技|688008.SH|2021-10-08|677.6|254.5|61.39|83.65|8.34|8.34|67.75|110.54|37.16|46.46||0.5||677.7|619.27|53.51|
|澜起科技|688008.SH|2021-09-30|671.95|252.38|60.88|82.96|8.27|8.27|67.19|109.62|36.85|46.07||0.51||672.04|613.62|53.02|
|澜起科技|688008.SH|2021-09-29|681.79|256.07|61.77|84.17|8.39|8.39|68.17|111.23|37.39|46.74||0.5||681.88|623.46|53.87|
|澜起科技|688008.SH|2021-09-28|670.81|251.95|60.78|82.82|8.25|8.25|67.07|109.44|36.78|45.99||0.51||670.91|612.48|52.92|
|澜起科技|688008.SH|2021-09-27|653.17|245.33|59.18|80.64|8.04|8.04|65.31|106.56|35.82|44.78||0.52||653.27|594.84|51.4|
|澜起科技|688008.SH|2021-09-24|640.84|240.7|58.06|79.12|7.88|7.88|64.08|104.55|35.14|43.94||0.53||640.94|582.51|50.33|
|澜起科技|688008.SH|2021-09-23|632.92|237.72|57.35|78.14|7.79|7.79|63.29|103.25|34.71|43.39||0.54||633.02|574.6|49.65|
|澜起科技|688008.SH|2021-09-22|622.97|233.98|56.44|76.91|7.66|7.66|62.29|101.63|34.16|42.71||0.54||623.07|564.64|48.79|
|澜起科技|688008.SH|2021-09-17|636.2|238.95|57.64|78.54|7.83|7.83|63.61|103.79|34.89|43.62||0.53||636.3|577.88|49.93|
|澜起科技|688008.SH|2021-09-16|625.57|234.96|56.68|77.23|7.7|7.7|62.55|102.05|34.3|42.89||0.54||625.67|567.24|49.01|
|澜起科技|688008.SH|2021-09-15|640.84|240.7|58.06|79.12|7.88|7.88|64.08|104.55|35.14|43.94||0.53||640.94|582.51|50.33|
|澜起科技|688008.SH|2021-09-14|646.16|242.69|58.55|79.77|7.95|7.95|64.61|105.41|35.43|44.3||0.53||646.26|587.83|50.79|
|澜起科技|688008.SH|2021-09-13|642.43|241.29|58.21|79.31|7.9|7.9|64.24|104.8|35.23|44.05||0.53||642.52|584.1|50.47|
|澜起科技|688008.SH|2021-09-10|657.69|247.03|59.59|81.2|8.09|8.09|65.76|107.3|36.06|45.09||0.52||657.79|599.37|51.79|
|澜起科技|688008.SH|2021-09-09|645.48|242.44|58.48|79.69|7.94|7.94|64.54|105.3|35.39|44.25||0.53||645.58|587.15|50.73|
|澜起科技|688008.SH|2021-09-08|659.39|247.66|59.74|81.41|8.11|8.11|65.93|107.57|36.16|45.21||0.51||659.49|601.06|51.94|
|澜起科技|688008.SH|2021-09-07|663.46|249.19|60.11|81.91|8.16|8.16|66.34|108.24|36.38|45.49||0.51||663.56|605.13|52.29|
|澜起科技|688008.SH|2021-09-06|681.56|255.99|61.75|84.14|8.39|8.39|68.15|111.19|37.37|46.73||0.5||681.66|623.23|53.85|
|澜起科技|688008.SH|2021-09-03|680.88|255.73|61.69|84.06|8.38|8.38|68.08|111.08|37.34|46.68||0.5||680.98|622.55|53.79|
|澜起科技|688008.SH|2021-09-02|681.22|255.86|61.72|84.1|8.38|8.38|68.11|111.13|37.35|46.71||0.5||681.32|622.89|53.82|
|澜起科技|688008.SH|2021-09-01|702.03|263.68|63.61|86.67|8.64|8.64|70.2|114.53|38.5|48.13||0.48||702.13|643.7|55.62|
|澜起科技|688008.SH|2021-08-31|716.51|269.12|64.92|88.46|8.82|8.82|71.64|116.89|39.29|49.12||0.47||716.61|658.18|56.87|
|澜起科技|688008.SH|2021-08-30|716.85|269.24|64.95|88.5|8.82|8.82|71.68|116.95|39.31|49.15||0.47||716.95|658.52|56.9|
|澜起科技|688008.SH|2021-08-27|666.06|250.17|60.35|68.33|8.02|8.36|66.6|77.81|36.52|40.93||0.51||666.16|609.48|52.66|
|澜起科技|688008.SH|2021-08-26|654.98|246.01|59.34|67.19|7.88|8.22|65.49|76.51|35.92|40.25||0.52||655.08|598.39|51.7|
|澜起科技|688008.SH|2021-08-25|679.18|255.1|61.54|69.67|8.18|8.52|67.91|79.34|37.24|41.73||0.5||679.28|622.6|53.8|
|澜起科技|688008.SH|2021-08-24|679.98|255.39|61.61|69.75|8.19|8.53|67.99|79.43|37.29|41.78||0.5||680.08|623.39|53.86|
|澜起科技|688008.SH|2021-08-23|686.31|257.77|62.18|70.4|8.26|8.61|68.62|80.17|37.63|42.17||0.49||686.41|629.72|54.41|
|澜起科技|688008.SH|2021-08-20|667.31|250.64|60.46|68.45|8.03|8.37|66.72|77.95|36.59|41||0.51||667.41|610.72|52.77|
|澜起科技|688008.SH|2021-08-19|647.97|243.37|58.71|66.47|7.8|8.13|64.79|75.69|35.53|39.82||0.52||648.07|591.38|51.1|
|澜起科技|688008.SH|2021-08-18|643.9|241.84|58.34|66.05|7.75|8.08|64.38|75.22|35.31|39.56||0.53||644|587.31|50.75|
|澜起科技|688008.SH|2021-08-17|672.96|252.76|60.97|69.04|8.1|8.45|67.29|78.61|36.9|41.35||0.5||673.06|616.38|53.26|
|澜起科技|688008.SH|2021-08-16|671.83|252.34|60.87|68.92|8.09|8.43|67.18|78.48|36.84|41.28||0.51||671.93|615.25|53.16|
|澜起科技|688008.SH|2021-08-13|678.51|254.84|61.48|69.6|8.17|8.52|67.84|79.26|37.21|41.69||0.5||678.61|621.92|53.74|
|澜起科技|688008.SH|2021-08-12|728.38|273.58|66|74.72|8.77|9.14|72.83|85.09|39.94|44.76||0.47||728.48|671.8|58.05|
|澜起科技|688008.SH|2021-08-11|727.48|273.24|65.91|74.63|8.76|9.13|72.74|84.98|39.89|44.7||0.47||727.58|670.89|57.97|
|澜起科技|688008.SH|2021-08-10|739.58|277.78|67.01|75.87|8.9|9.28|73.95|86.4|40.55|45.44||0.46||739.68|683|59.01|
|澜起科技|688008.SH|2021-08-09|689.82|259.09|62.5|70.76|8.3|8.66|68.97|80.58|37.83|42.39||0.49||689.92|633.23|54.71|
|澜起科技|688008.SH|2021-08-06|687.44|258.2|62.29|70.52|8.27|8.63|68.74|80.3|37.7|42.24||0.49||687.54|630.86|54.51|
