vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,工业富联2021年1月至2026年7月市盈率TTM历史走势,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|工业富联|601138.SH|2026-07-17|11428.21|11428.21|32.39|28.11|6.49|6.49|218.18|39.46|1.27|1.15|1.11|1.68|104.8|12266.52|11245.17|21.91|
|工业富联|601138.SH|2026-07-16|12505.75|12505.75|35.44|30.76|7.1|7.1|238.75|43.18|1.39|1.26|1.02|1.54|114.68|13344.05|12322.7|24.01|
|工业富联|601138.SH|2026-07-15|12624.81|12624.81|35.78|31.06|7.16|7.16|241.03|43.59|1.4|1.27|1.01|1.53|115.78|13463.12|12441.77|24.24|
|工业富联|601138.SH|2026-07-14|13017.72|13017.72|36.89|32.02|7.39|7.39|248.53|44.95|1.44|1.31|0.98|1.48|119.38|13856.03|12834.68|25|
|工业富联|601138.SH|2026-07-13|12517.65|12517.65|35.48|30.79|7.1|7.1|238.98|43.22|1.39|1.26|1.01|1.54|114.79|13355.96|12334.61|24.03|
|工业富联|601138.SH|2026-07-10|13150.68|13150.68|37.27|32.35|7.46|7.46|251.07|45.41|1.46|1.32|0.97|1.46|120.6|13988.99|12967.64|25.26|
|工业富联|601138.SH|2026-07-09|13797.6|13797.6|39.1|33.94|7.83|7.83|263.42|47.64|1.53|1.39|0.92|1.4|126.53|14635.9|13614.55|26.52|
|工业富联|601138.SH|2026-07-08|13099.09|13099.09|37.12|32.22|7.43|7.43|250.08|45.23|1.45|1.32|0.97|1.47|120.13|13937.39|12916.04|25.16|
|工业富联|601138.SH|2026-07-07|12656.56|12656.56|35.87|31.14|7.18|7.18|241.63|43.7|1.4|1.27|1|1.52|116.07|13494.87|12473.52|24.3|
|工业富联|601138.SH|2026-07-06|12618.86|12618.86|35.76|31.04|7.16|7.16|240.91|43.57|1.4|1.27|1.01|1.53|115.72|13457.16|12435.81|24.23|
|工业富联|601138.SH|2026-07-03|12843.1|12843.1|36.4|31.59|7.29|7.29|245.2|44.34|1.42|1.29|0.99|1.5|117.78|13681.4|12660.05|24.66|
|工业富联|601138.SH|2026-07-02|12704.19|12704.19|36|31.25|7.21|7.21|242.54|43.86|1.41|1.28|1|1.52|116.5|13542.49|12521.14|24.39|
|工业富联|601138.SH|2026-07-01|13890.86|13890.86|39.37|34.17|7.88|7.88|265.2|47.96|1.54|1.4|0.91|1.39|127.39|14729.17|13707.82|26.7|
|工业富联|601138.SH|2026-06-30|14317.51|14317.51|40.58|35.22|8.12|8.12|273.34|49.43|1.59|1.44|0.89|1.34|131.3|15155.82|14134.47|27.54|
|工业富联|601138.SH|2026-06-29|13813.47|13813.47|39.15|33.98|7.84|7.84|263.72|47.69|1.53|1.39|0.92|1.39|126.68|14651.78|13630.43|26.55|
|工业富联|601138.SH|2026-06-26|13934.52|13934.52|39.49|34.28|7.91|7.91|266.03|48.11|1.54|1.4|0.91|1.38|127.79|14772.83|13751.48|26.79|
|工业富联|601138.SH|2026-06-25|15277.97|15277.97|43.3|37.58|8.67|8.67|291.68|52.75|1.69|1.54|0.83|1.26|140.11|16116.27|15094.92|29.41|
|工业富联|601138.SH|2026-06-24|15236.29|15236.29|43.18|37.48|8.65|8.65|290.88|52.61|1.69|1.53|0.83|1.26|139.73|16074.6|15053.25|29.33|
|工业富联|601138.SH|2026-06-23|14704.47|14704.47|41.67|36.17|8.34|8.34|280.73|50.77|1.63|1.48|0.86|1.31|134.85|15542.78|14521.43|28.29|
|工业富联|601138.SH|2026-06-22|15653.02|15653.02|44.36|38.51|8.88|8.88|298.84|54.05|1.73|1.58|0.81|1.23|143.55|16491.33|15469.98|30.14|
|工业富联|601138.SH|2026-06-18|15494.27|15494.27|43.91|38.12|8.79|8.79|295.81|53.5|1.72|1.56|0.82|1.24|142.09|16332.57|15311.22|29.83|
|工业富联|601138.SH|2026-06-17|14414.75|14414.75|40.85|35.46|8.18|8.18|275.2|49.77|1.6|1.45|0.88|1.34|132.19|15253.06|14231.7|27.72|
|工业富联|601138.SH|2026-06-16|14466.34|14466.34|41|35.59|8.21|8.21|276.19|49.95|1.6|1.46|0.88|1.33|132.66|15304.65|14283.3|27.83|
|工业富联|601138.SH|2026-06-15|14565.56|14565.56|41.28|35.83|8.27|8.27|278.08|50.29|1.61|1.47|0.87|1.32|133.57|15403.87|14382.52|28.02|
|工业富联|601138.SH|2026-06-12|13916.66|13916.66|39.44|34.24|7.9|7.9|265.69|48.05|1.54|1.4|0.91|1.38|127.62|14754.97|13733.62|26.75|
|工业富联|601138.SH|2026-06-11|13795.61|13795.61|39.1|33.94|7.83|7.83|263.38|47.63|1.53|1.39|0.92|1.4|126.51|14633.92|13612.57|26.52|
|工业富联|601138.SH|2026-06-10|14115.1|14115.1|40|34.72|8.01|8.01|269.48|48.74|1.56|1.42|0.9|1.36|129.44|14953.41|13932.06|27.14|
|工业富联|601138.SH|2026-06-09|14831.47|14831.47|42.03|36.49|8.42|8.42|283.16|51.21|1.64|1.49|0.86|1.3|136.01|15669.78|14648.43|28.54|
|工业富联|601138.SH|2026-06-08|13986.12|13986.12|39.64|34.41|7.94|7.94|267.02|48.29|1.55|1.41|0.91|1.38|128.26|14824.42|13803.07|26.89|
|工业富联|601138.SH|2026-06-05|14696.53|14696.53|41.65|36.15|8.34|8.34|280.58|50.74|1.63|1.48|0.86|1.31|134.78|15534.84|14513.49|28.27|
|工业富联|601138.SH|2026-06-04|15587.53|15587.53|44.18|38.35|8.85|8.85|297.59|53.82|1.73|1.57|0.81|1.24|142.95|16425.84|15404.49|30.01|
|工业富联|601138.SH|2026-06-03|16083.64|16083.64|45.58|39.57|9.13|9.13|307.06|55.53|1.78|1.62|0.79|1.2|147.5|16921.94|15900.59|30.98|
|工业富联|601138.SH|2026-06-02|15877.26|15877.26|45|39.06|9.01|9.01|303.12|54.82|1.76|1.6|0.8|1.21|145.6|16715.56|15694.21|30.57|
|工业富联|601138.SH|2026-06-01|14635.02|14635.02|41.48|36|8.31|8.31|279.41|50.53|1.62|1.47|0.87|1.32|134.21|15473.32|14451.97|28.15|
|工业富联|601138.SH|2026-05-29|14565.56|14565.56|41.28|35.83|8.27|8.27|278.08|50.29|1.61|1.47|0.87|1.32|133.57|15403.87|14382.52|28.02|
|工业富联|601138.SH|2026-05-28|14883.07|14883.07|42.18|36.61|8.45|8.45|284.14|51.39|1.65|1.5|0.85|1.29|136.49|15721.38|14700.02|28.64|
|工业富联|601138.SH|2026-05-27|13906.74|13906.74|39.41|34.21|7.89|7.89|265.5|48.02|1.54|1.4|0.91|1.38|127.53|14745.05|13723.69|26.74|
|工业富联|601138.SH|2026-05-26|13886.9|13886.9|39.36|34.16|7.88|7.88|265.12|47.95|1.54|1.4|0.91|1.39|127.35|14725.2|13703.85|26.7|
|工业富联|601138.SH|2026-05-25|13950.4|13950.4|39.54|34.32|7.92|7.92|266.34|48.17|1.55|1.4|0.91|1.38|127.93|14788.7|13767.35|26.82|
|工业富联|601138.SH|2026-05-22|13327.29|13327.29|37.77|32.79|7.56|7.56|254.44|46.02|1.48|1.34|0.95|1.44|122.22|14165.6|13144.25|25.61|
|工业富联|601138.SH|2026-05-21|12997.88|12997.88|36.84|31.98|7.38|7.38|248.15|44.88|1.44|1.31|0.98|1.48|119.2|13836.19|12814.84|24.96|
|工业富联|601138.SH|2026-05-20|13523.75|13523.75|38.33|33.27|7.67|7.67|258.19|46.69|1.5|1.36|0.94|1.42|124.02|14362.06|13340.7|25.99|
|工业富联|601138.SH|2026-05-19|13605.11|13605.11|38.56|33.47|7.72|7.72|259.74|46.97|1.51|1.37|0.93|1.42|124.77|14443.42|13422.06|26.15|
|工业富联|601138.SH|2026-05-18|13688.45|13688.45|38.79|33.67|7.77|7.77|261.33|47.26|1.52|1.38|0.93|1.41|125.53|14526.76|13505.41|26.31|
|工业富联|601138.SH|2026-05-15|13418.58|13418.58|38.03|33.01|7.61|7.61|256.18|46.33|1.49|1.35|0.95|1.43|123.06|14256.88|13235.53|25.78|
|工业富联|601138.SH|2026-05-14|13613.05|13613.05|38.58|33.49|7.73|7.73|259.89|47|1.51|1.37|0.93|1.41|124.84|14451.35|13430|26.16|
|工业富联|601138.SH|2026-05-13|14057.55|14057.55|39.84|34.58|7.98|7.98|268.38|48.54|1.56|1.41|0.9|1.37|128.92|14895.86|13874.51|27.03|
|工业富联|601138.SH|2026-05-12|12779.6|12779.6|36.22|31.44|7.25|7.25|243.98|44.12|1.42|1.29|0.99|1.51|117.2|13617.9|12596.55|24.54|
|工业富联|601138.SH|2026-05-11|13067.33|13067.33|37.03|32.15|7.42|7.42|249.48|45.12|1.45|1.32|0.97|1.47|119.83|13905.64|12884.29|25.1|
|工业富联|601138.SH|2026-05-08|12557.34|12557.34|35.59|30.89|7.13|7.13|239.74|43.36|1.39|1.26|1.01|1.53|115.16|13395.65|12374.3|24.11|
|工业富联|601138.SH|2026-05-07|12735.94|12735.94|36.09|31.33|7.23|7.23|243.15|43.97|1.41|1.28|1|1.51|116.8|13574.24|12552.89|24.45|
|工业富联|601138.SH|2026-05-06|12517.65|12517.65|35.48|30.79|7.1|7.1|238.98|43.22|1.39|1.26|1.01|1.54|114.79|13355.96|12334.61|24.03|
|工业富联|601138.SH|2026-04-30|12477.97|12477.97|35.36|30.7|7.08|7.08|238.22|43.08|1.38|1.26|1.02|1.54|114.43|13316.27|12294.92|23.95|
|工业富联|601138.SH|2026-04-29|13148.7|13148.7|37.26|32.35|7.46|7.46|251.03|45.4|1.46|1.32|0.97|1.46|120.58|13987|12965.65|25.26|
|工业富联|601138.SH|2026-04-28|13533.67|13533.67|38.35|38.35|8.11|8.13|258.38|258.38|1.5|1.5|0.94|1.42|185.38|14591.49|13491.24|26.28|
|工业富联|601138.SH|2026-04-27|13345.15|13345.15|37.82|37.82|8|8.01|254.78|254.78|1.48|1.48|0.95|1.44|182.8|14402.97|13302.73|25.92|
|工业富联|601138.SH|2026-04-24|12900.64|12900.64|36.56|36.56|7.74|7.75|246.29|246.29|1.43|1.43|0.98|1.49|176.71|13958.46|12858.22|25.05|
|工业富联|601138.SH|2026-04-23|13478.11|13478.11|38.2|38.2|8.08|8.09|257.32|257.32|1.49|1.49|0.94|1.43|184.62|14535.93|13435.68|26.17|
|工业富联|601138.SH|2026-04-22|13273.71|13273.71|37.62|37.62|7.96|7.97|253.42|253.42|1.47|1.47|0.96|1.45|181.82|14331.53|13231.29|25.78|
|工业富联|601138.SH|2026-04-21|12186.26|12186.26|34.54|34.54|7.31|7.32|232.66|232.66|1.35|1.35|1.04|1.58|166.92|13244.08|12143.83|23.66|
|工业富联|601138.SH|2026-04-20|12206.1|12206.1|34.59|34.59|7.32|7.33|233.03|233.03|1.35|1.35|1.04|1.58|167.19|13263.92|12163.67|23.7|
|工业富联|601138.SH|2026-04-17|12098.94|12098.94|34.29|34.29|7.25|7.27|230.99|230.99|1.34|1.34|1.05|1.59|165.73|13156.76|12056.52|23.49|
|工业富联|601138.SH|2026-04-16|11771.52|11771.52|33.36|33.36|7.06|7.07|224.74|224.74|1.3|1.3|1.08|1.64|161.24|12829.33|11729.09|22.85|
|工业富联|601138.SH|2026-04-15|11473.85|11473.85|32.52|32.52|6.88|6.89|219.05|219.05|1.27|1.27|1.11|1.68|157.16|12531.67|11431.43|22.27|
|工业富联|601138.SH|2026-04-14|11692.14|11692.14|33.14|33.14|7.01|7.02|223.22|223.22|1.29|1.29|1.09|1.65|160.15|12749.96|11649.71|22.69|
|工业富联|601138.SH|2026-04-13|11053.16|11053.16|31.32|31.32|6.63|6.64|211.02|211.02|1.22|1.22|1.15|1.74|151.4|12110.98|11010.73|21.45|
|工业富联|601138.SH|2026-04-10|11215.88|11215.88|31.79|31.79|6.72|6.74|214.13|214.13|1.24|1.24|1.13|1.72|153.63|12273.7|11173.45|21.77|
|工业富联|601138.SH|2026-04-09|10918.22|10918.22|30.94|30.94|6.55|6.56|208.45|208.45|1.21|1.21|1.16|1.76|149.55|11976.04|10875.79|21.19|
|工业富联|601138.SH|2026-04-08|11233.74|11233.74|31.84|31.84|6.74|6.75|214.47|214.47|1.24|1.24|1.13|1.71|153.87|12291.56|11191.31|21.8|
|工业富联|601138.SH|2026-04-07|10434.02|10434.02|29.57|29.57|6.26|6.27|199.2|199.2|1.16|1.16|1.22|1.85|142.92|11491.84|10391.6|20.24|
|工业富联|601138.SH|2026-04-03|10354.65|10354.65|29.35|29.35|6.21|6.22|197.69|197.69|1.15|1.15|1.23|1.86|141.83|11412.47|10312.22|20.09|
|工业富联|601138.SH|2026-04-02|10318.93|10318.93|29.24|29.24|6.19|6.2|197|197|1.14|1.14|1.23|1.87|141.34|11376.75|10276.5|20.02|
|工业富联|601138.SH|2026-04-01|10580.87|10580.87|29.99|29.99|6.34|6.35|202.01|202.01|1.17|1.17|1.2|1.82|144.93|11638.69|10538.44|20.53|
|工业富联|601138.SH|2026-03-31|10211.77|10211.77|28.94|28.94|6.12|6.13|194.96|194.96|1.13|1.13|1.24|1.89|139.88|11269.59|10169.34|19.81|
|工业富联|601138.SH|2026-03-30|9784.13|9784.13|27.73|27.73|5.87|5.87|186.79|186.79|1.08|1.08|1.3|1.97|134.02|10841.95|9741.71|18.98|
|工业富联|601138.SH|2026-03-27|9835.76|9835.76|27.87|27.87|5.9|5.9|187.78|187.78|1.09|1.09|1.29|1.96|134.73|10893.58|9793.34|19.08|
|工业富联|601138.SH|2026-03-26|9877.47|9877.47|27.99|27.99|5.92|5.93|188.58|188.58|1.09|1.09|1.29|1.95|135.3|10935.29|9835.04|19.16|
|工业富联|601138.SH|2026-03-25|9990.66|9990.66|28.31|28.31|5.99|5.99|190.74|190.74|1.11|1.11|1.27|1.93|136.85|11048.48|9948.23|19.38|
|工业富联|601138.SH|2026-03-24|9698.74|9698.74|27.49|27.49|5.82|5.82|185.16|185.16|1.07|1.07|1.31|1.99|132.85|10756.56|9656.32|18.81|
|工业富联|601138.SH|2026-03-23|9452.5|9452.5|26.79|26.79|5.67|5.67|180.46|180.46|1.05|1.05|1.34|2.04|129.48|10510.32|9410.07|18.33|
|工业富联|601138.SH|2026-03-20|9988.67|9988.67|28.31|28.31|5.99|5.99|190.7|190.7|1.11|1.11|1.27|1.93|136.82|11046.49|9946.25|19.38|
|工业富联|601138.SH|2026-03-19|10020.45|10020.45|28.4|28.4|6.01|6.01|191.31|191.31|1.11|1.11|1.27|1.92|137.26|11078.26|9978.02|19.44|
|工业富联|601138.SH|2026-03-18|10338.18|10338.18|29.3|29.3|6.2|6.2|197.37|197.37|1.15|1.15|1.23|1.86|141.61|11396|10295.75|20.06|
|工业富联|601138.SH|2026-03-17|10107.82|10107.82|28.65|28.65|6.06|6.06|192.97|192.97|1.12|1.12|1.26|1.9|138.45|11165.64|10065.4|19.61|
|工业富联|601138.SH|2026-03-16|10465.27|10465.27|29.66|29.66|6.28|6.28|199.8|199.8|1.16|1.16|1.21|1.84|143.35|11523.09|10422.84|20.3|
|工业富联|601138.SH|2026-03-13|10423.57|10423.57|29.54|29.54|6.25|6.25|199|199|1.15|1.15|1.22|1.85|142.78|11481.39|10381.14|20.22|
|工业富联|601138.SH|2026-03-12|10433.5|10433.5|29.57|29.57|6.26|6.26|199.19|199.19|1.16|1.16|1.22|1.85|142.91|11491.31|10391.07|20.24|
|工业富联|601138.SH|2026-03-11|10701.58|10701.58|30.33|30.33|6.42|6.42|204.31|204.31|1.19|1.19|1.19|1.8|146.59|11759.4|10659.16|20.77|
|工业富联|601138.SH|2026-03-10|10794.92|10794.92|46.5|35.32|6.68|6.97|45.32|69.52|1.77|1.39|1.18|1.78|257.94|11700.48|10762.71|32.39|
|工业富联|601138.SH|2026-03-09|10483.14|10483.14|45.15|34.3|6.49|6.77|44.01|67.51|1.72|1.35|1.21|1.84|250.49|11388.71|10450.94|31.46|
|工业富联|601138.SH|2026-03-06|10788.96|10788.96|46.47|35.3|6.68|6.97|45.29|69.48|1.77|1.39|1.18|1.78|257.8|11694.53|10756.76|32.38|
|工业富联|601138.SH|2026-03-05|10941.87|10941.87|47.13|35.8|6.77|7.07|45.94|70.47|1.8|1.41|1.16|1.76|261.45|11847.43|10909.66|32.84|
|工业富联|601138.SH|2026-03-04|10675.77|10675.77|45.98|34.93|6.61|6.9|44.82|68.75|1.75|1.37|1.19|1.8|255.1|11581.33|10643.56|32.04|
|工业富联|601138.SH|2026-03-03|10898.18|10898.18|46.94|35.66|6.75|7.04|45.75|70.19|1.79|1.4|1.17|1.77|260.41|11803.75|10865.98|32.7|
|工业富联|601138.SH|2026-03-02|11027.26|11027.26|47.5|36.08|6.83|7.12|46.29|71.02|1.81|1.42|1.15|1.75|263.49|11932.82|10995.05|33.09|
|工业富联|601138.SH|2026-02-27|11061.02|11061.02|47.64|36.19|6.85|7.14|46.44|71.23|1.82|1.42|1.15|1.74|264.3|11966.58|11028.81|33.19|
|工业富联|601138.SH|2026-02-26|11507.82|11507.82|49.57|37.65|7.12|7.43|48.31|74.11|1.89|1.48|1.1|1.67|274.98|12413.39|11475.62|34.54|
|工业富联|601138.SH|2026-02-25|11396.62|11396.62|49.09|37.29|7.06|7.36|47.84|73.4|1.87|1.47|1.11|1.69|272.32|12302.19|11364.42|34.2|
|工业富联|601138.SH|2026-02-24|10997.47|10997.47|47.37|35.98|6.81|7.1|46.17|70.82|1.81|1.42|1.16|1.75|262.78|11903.04|10965.27|33|
|工业富联|601138.SH|2026-02-13|10872.36|10872.36|46.83|35.57|6.73|7.02|45.64|70.02|1.78|1.4|1.17|1.77|259.79|11777.93|10840.16|32.63|
|工业富联|601138.SH|2026-02-12|10987.54|10987.54|47.33|35.95|6.8|7.09|46.13|70.76|1.8|1.41|1.16|1.75|262.55|11893.11|10955.34|32.97|
|工业富联|601138.SH|2026-02-11|10961.72|10961.72|47.22|35.87|6.79|7.08|46.02|70.59|1.8|1.41|1.16|1.76|261.93|11867.29|10929.52|32.9|
|工业富联|601138.SH|2026-02-10|11134.49|11134.49|47.96|36.43|6.89|7.19|46.74|71.71|1.83|1.43|1.14|1.73|266.06|12040.06|11102.29|33.42|
|工业富联|601138.SH|2026-02-09|11025.27|11025.27|47.49|36.07|6.83|7.12|46.29|71|1.81|1.42|1.15|1.75|263.45|11930.84|10993.07|33.09|
|工业富联|601138.SH|2026-02-06|10802.86|10802.86|46.53|35.35|6.69|6.98|45.35|69.57|1.77|1.39|1.18|1.78|258.13|11708.43|10770.66|32.42|
|工业富联|601138.SH|2026-02-05|10699.6|10699.6|46.09|35.01|6.62|6.91|44.92|68.91|1.76|1.38|1.19|1.8|255.67|11605.16|10667.39|32.11|
|工业富联|601138.SH|2026-02-04|10606.26|10606.26|45.68|34.7|6.57|6.85|44.53|68.31|1.74|1.37|1.2|1.82|253.44|11511.83|10574.06|31.83|
|工业富联|601138.SH|2026-02-03|11070.94|11070.94|47.69|36.22|6.85|7.15|46.48|71.3|1.82|1.43|1.15|1.74|264.54|11976.51|11038.74|33.22|
|工业富联|601138.SH|2026-02-02|11057.04|11057.04|47.63|36.18|6.85|7.14|46.42|71.21|1.82|1.42|1.15|1.74|264.21|11962.61|11024.84|33.18|
|工业富联|601138.SH|2026-01-30|11458.18|11458.18|49.35|37.49|7.09|7.4|48.1|73.79|1.88|1.48|1.11|1.68|273.79|12363.75|11425.98|34.39|
|工业富联|601138.SH|2026-01-29|11438.32|11438.32|49.27|37.43|7.08|7.39|48.02|73.66|1.88|1.47|1.11|1.68|273.32|12343.89|11406.12|34.33|
|工业富联|601138.SH|2026-01-28|12051.94|12051.94|51.91|39.43|7.46|7.78|50.6|77.62|1.98|1.55|1.05|1.6|287.98|12957.51|12019.74|36.18|
|工业富联|601138.SH|2026-01-27|12107.54|12107.54|52.15|39.62|7.5|7.82|50.83|77.97|1.99|1.56|1.05|1.59|289.31|13013.11|12075.34|36.34|
|工业富联|601138.SH|2026-01-26|11767.97|11767.97|50.69|38.51|7.29|7.6|49.4|75.79|1.93|1.52|1.08|1.64|281.19|12673.53|11735.77|35.32|
|工业富联|601138.SH|2026-01-23|11936.76|11936.76|51.42|39.06|7.39|7.71|50.11|76.87|1.96|1.54|1.06|1.61|285.23|12842.33|11904.56|35.83|
|工业富联|601138.SH|2026-01-22|12461.02|12461.02|53.67|40.77|7.71|8.05|52.31|80.25|2.05|1.6|1.02|1.55|297.75|13366.59|12428.82|37.41|
|工业富联|601138.SH|2026-01-21|12224.71|12224.71|52.66|40|7.57|7.89|51.32|78.73|2.01|1.57|1.04|1.57|292.11|13130.27|12192.5|36.7|
|工业富联|601138.SH|2026-01-20|11849.39|11849.39|51.04|38.77|7.34|7.65|49.75|76.31|1.95|1.53|1.07|1.62|283.14|12754.95|11817.18|35.57|
|工业富联|601138.SH|2026-01-19|12093.64|12093.64|52.09|39.57|7.49|7.81|50.77|77.88|1.99|1.56|1.05|1.59|288.98|12999.21|12061.44|36.3|
|工业富联|601138.SH|2026-01-16|12510.66|12510.66|53.89|40.94|7.75|8.08|52.52|80.57|2.05|1.61|1.02|1.54|298.94|13416.23|12478.46|37.56|
|工业富联|601138.SH|2026-01-15|12071.8|12071.8|52|39.5|7.47|7.48|50.68|77.74|1.98|1.55|1.05|1.05|288.45|12977.37|12039.6|36.24|
|工业富联|601138.SH|2026-01-14|11914.92|11914.92|51.32|38.99|7.38|7.38|50.02|76.73|1.96|1.53|1.07|1.07|284.71|12820.49|11882.72|35.76|
|工业富联|601138.SH|2026-01-13|11801.73|11801.73|50.83|38.62|7.31|7.31|49.55|76|1.94|1.52|1.08|1.08|282|12707.29|11769.52|35.42|
|工业富联|601138.SH|2026-01-12|12099.6|12099.6|52.12|39.59|7.49|7.5|50.8|77.92|1.99|1.56|1.05|1.05|289.12|13005.17|12067.4|36.32|
|工业富联|601138.SH|2026-01-09|12208.82|12208.82|52.59|39.95|7.56|7.56|51.25|78.63|2|1.57|1.04|1.04|291.73|13114.39|12176.62|36.65|
|工业富联|601138.SH|2026-01-08|12179.03|12179.03|52.46|39.85|7.54|7.54|51.13|78.43|2|1.57|1.04|1.04|291.02|13084.6|12146.83|36.56|
|工业富联|601138.SH|2026-01-07|12540.45|12540.45|54.02|41.03|7.76|7.77|52.65|80.76|2.06|1.61|1.01|1.01|299.65|13446.02|12508.25|37.65|
|工业富联|601138.SH|2026-01-06|12719.17|12719.17|54.79|41.62|7.87|7.88|53.4|81.91|2.09|1.64|1|1|303.92|13624.73|12686.97|38.19|
|工业富联|601138.SH|2026-01-05|12643.71|12643.71|54.46|41.37|7.83|7.83|53.08|81.43|2.08|1.63|1|1|302.12|13549.27|12611.5|37.96|
|工业富联|601138.SH|2025-12-31|12322|12322|53.07|40.32|7.63|7.63|51.73|79.36|2.02|1.59|0.94|1.03|294.43|13227.57|12289.8|36.99|
|工业富联|601138.SH|2025-12-30|12754.91|12754.91|54.94|41.73|7.9|7.9|53.55|82.14|2.09|1.64|0.9|1|304.78|13660.48|12722.71|38.29|
|工业富联|601138.SH|2025-12-29|12955.48|12955.48|55.8|42.39|8.02|8.03|54.39|83.43|2.13|1.67|0.89|0.98|309.57|13861.05|12923.28|38.9|
|工业富联|601138.SH|2025-12-26|12677.46|12677.46|54.61|41.48|7.85|7.85|53.22|81.64|2.08|1.63|0.91|1|302.93|13583.03|12645.26|38.06|
|工业富联|601138.SH|2025-12-25|13249.38|13249.38|57.07|43.35|8.2|8.21|55.62|85.33|2.18|1.71|0.87|0.96|316.59|14154.95|13217.18|39.78|
|工业富联|601138.SH|2025-12-24|12935.62|12935.62|55.72|42.33|8.01|8.01|54.31|83.31|2.12|1.67|0.89|0.98|309.09|13841.19|12903.42|38.84|
|工业富联|601138.SH|2025-12-23|12482.85|12482.85|53.77|40.84|7.73|7.73|52.41|80.39|2.05|1.61|0.92|1.02|298.28|13388.42|12450.65|37.47|
|工业富联|601138.SH|2025-12-22|12038.03|12038.03|51.85|39.39|7.45|7.46|50.54|77.53|1.98|1.55|0.96|1.06|287.65|12943.6|12005.83|36.14|
|工业富联|601138.SH|2025-12-19|11577.32|11577.32|49.87|37.88|7.17|7.17|48.6|74.56|1.9|1.49|1|1.1|276.64|12482.89|11545.12|34.75|
|工业富联|601138.SH|2025-12-18|11573.35|11573.35|49.85|37.87|7.16|7.17|48.59|74.53|1.9|1.49|1|1.1|276.54|12478.92|11541.15|34.74|
|工业富联|601138.SH|2025-12-17|12212.78|12212.78|52.6|39.96|7.56|7.57|51.27|78.65|2|1.57|0.94|1.04|291.82|13118.35|12180.58|36.66|
|工业富联|601138.SH|2025-12-16|11706.4|11706.4|50.42|38.3|7.25|7.25|49.15|75.39|1.92|1.51|0.98|1.09|279.72|12611.97|11674.2|35.14|
|工业富联|601138.SH|2025-12-15|11744.13|11744.13|50.59|38.43|7.27|7.28|49.3|75.63|1.93|1.51|0.98|1.08|280.62|12649.7|11711.93|35.25|
|工业富联|601138.SH|2025-12-12|12262.43|12262.43|52.82|40.12|7.59|7.6|51.48|78.97|2.01|1.58|0.94|1.04|293.01|13168|12230.23|36.81|
|工业富联|601138.SH|2025-12-11|12371.65|12371.65|53.29|40.48|7.66|7.66|51.94|79.67|2.03|1.59|0.93|1.03|295.62|13277.22|12339.45|37.14|
|工业富联|601138.SH|2025-12-10|12949.52|12949.52|55.78|42.37|8.02|8.02|54.36|83.4|2.13|1.67|0.89|0.98|309.43|13855.09|12917.32|38.88|
|工业富联|601138.SH|2025-12-09|13501.58|13501.58|58.16|44.18|8.36|8.36|56.68|86.95|2.22|1.74|0.85|0.94|322.62|14407.15|13469.38|40.54|
|工业富联|601138.SH|2025-12-08|12592.07|12592.07|54.24|41.2|7.8|7.8|52.86|81.09|2.07|1.62|0.92|1.01|300.89|13497.64|12559.87|37.8|
|工业富联|601138.SH|2025-12-05|12137.32|12137.32|52.28|39.71|7.51|7.52|50.95|78.17|1.99|1.56|0.95|1.05|290.02|13042.89|12105.12|36.43|
|工业富联|601138.SH|2025-12-04|12192.92|12192.92|52.52|39.9|7.55|7.55|51.19|78.52|2|1.57|0.94|1.04|291.35|13098.49|12160.72|36.6|
|工业富联|601138.SH|2025-12-03|12248.53|12248.53|52.76|40.08|7.58|7.59|51.42|78.88|2.01|1.58|0.94|1.04|292.68|13154.1|12216.33|36.77|
|工业富联|601138.SH|2025-12-02|12105.55|12105.55|52.14|39.61|7.49|7.5|50.82|77.96|1.99|1.56|0.95|1.05|289.26|13011.12|12073.35|36.34|
|工业富联|601138.SH|2025-12-01|11877.18|11877.18|51.16|38.86|7.35|7.35|49.86|76.49|1.95|1.53|0.97|1.07|283.8|12782.75|11844.98|35.65|
|工业富联|601138.SH|2025-11-28|12057.89|12057.89|51.94|39.45|7.46|7.46|50.62|77.65|1.98|1.55|0.96|1.05|288.12|12963.46|12025.69|36.2|
|工业富联|601138.SH|2025-11-27|11968.53|11968.53|51.55|39.16|7.41|7.41|50.25|77.08|1.96|1.54|0.96|1.06|285.99|12874.1|11936.33|35.93|
|工业富联|601138.SH|2025-11-26|11702.43|11702.43|50.41|38.29|7.24|7.24|49.13|75.36|1.92|1.51|0.98|1.09|279.63|12608|11670.23|35.13|
|工业富联|601138.SH|2025-11-25|11241.72|11241.72|48.42|36.78|6.96|6.96|47.19|72.4|1.85|1.45|1.02|1.13|268.62|12147.29|11209.52|33.74|
