vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,五粮液2016年1月至今每月末市盈率PE-TTM,1,股票价值分析,,,"|股票名称|股票代码|交易日|总市值（亿元）|流通市值（亿元）|市盈率PE(LYR)|市盈率PE(TTM)|市净率PB(MRQ)|市净率PB(LF)|市现率PCF(LYR)|市现率PCF(TTM)|市销率PS(LYR)|市销率PS(TTM)|股息率|滚动股息率|PEG|企业价值(含货币资金)EV1(亿元)|企业价值(剔除货币资金)EV2(亿元)|企业价值倍数EV2/EBITDA|
|五粮液|000858.SZ|2021-04-29|11237.26|10988.8|56.31|52.09|11.82|11.82|76.45|52.5|19.6|18.3|0.76|0.76|216.55|11237.26|10503.46|39.39|
|五粮液|000858.SZ|2021-04-28|11085.87|10840.77|55.55|51.38|11.67|11.67|75.42|51.79|19.34|18.05|0.77|0.77|213.64|11085.87|10352.08|38.82|
|五粮液|000858.SZ|2021-04-27|10939.15|10697.35|62.86|56.38|13.62|13.62|47.33|100.69|21.83|19.71|0.78|0.78|188.26|10939.15|10364.27|44.71|
|五粮液|000858.SZ|2021-04-26|10674.42|10438.48|61.34|55.01|13.29|13.29|46.19|98.25|21.3|19.23|0.8|0.8|183.7|10674.42|10099.54|43.57|
|五粮液|000858.SZ|2021-04-23|10868.5|10628.27|62.45|56.01|13.54|13.54|47.03|100.04|21.69|19.58|0.79|0.79|187.04|10868.5|10293.62|44.41|
|五粮液|000858.SZ|2021-04-22|10526.53|10293.86|60.49|54.25|13.11|13.11|45.55|96.89|21|18.96|0.81|0.81|181.16|10526.53|9951.65|42.93|
|五粮液|000858.SZ|2021-04-21|10513.34|10280.95|60.41|54.18|13.09|13.09|45.49|96.77|20.98|18.94|0.81|0.81|180.93|10513.34|9938.46|42.88|
|五粮液|000858.SZ|2021-04-20|10393.01|10163.28|59.72|53.56|12.94|12.94|44.97|95.66|20.74|18.72|0.82|0.82|178.86|10393.01|9818.13|42.36|
|五粮液|000858.SZ|2021-04-19|10312.27|10084.33|59.26|53.14|12.84|12.84|44.62|94.92|20.58|18.58|0.83|0.83|177.47|10312.27|9737.39|42.01|
|五粮液|000858.SZ|2021-04-16|10162.05|9937.43|58.4|52.37|12.66|12.66|43.97|93.54|20.28|18.31|0.84|0.84|174.88|10162.05|9587.17|41.36|
|五粮液|000858.SZ|2021-04-15|9929.15|9709.68|57.06|51.17|12.37|12.37|42.96|91.39|19.81|17.89|0.86|0.86|170.88|9929.15|9354.28|40.36|
|五粮液|000858.SZ|2021-04-14|10238.91|10012.59|58.84|52.77|12.75|12.75|44.3|94.24|20.43|18.45|0.83|0.83|176.21|10238.91|9664.03|41.69|
|五粮液|000858.SZ|2021-04-13|10204.75|9979.19|58.64|52.59|12.71|12.71|44.15|93.93|20.36|18.38|0.84|0.84|175.62|10204.75|9629.87|41.55|
|五粮液|000858.SZ|2021-04-12|10130.61|9906.69|58.21|52.21|12.62|12.62|43.83|93.25|20.21|18.25|0.84|0.84|174.34|10130.61|9555.73|41.23|
|五粮液|000858.SZ|2021-04-09|10297.91|10070.29|59.18|53.07|12.82|12.82|44.56|94.79|20.55|18.55|0.83|0.83|177.22|10297.91|9723.03|41.95|
|五粮液|000858.SZ|2021-04-08|10599.9|10365.6|60.91|54.63|13.2|13.2|45.86|97.57|21.15|19.1|0.81|0.81|182.42|10599.9|10025.02|43.25|
|五粮液|000858.SZ|2021-04-07|10513.34|10280.95|60.41|54.18|13.09|13.09|45.49|96.77|20.98|18.94|0.81|0.81|180.93|10513.34|9938.46|42.88|
|五粮液|000858.SZ|2021-04-06|11053.27|10808.95|63.52|56.96|13.77|13.77|47.82|101.74|22.05|19.91|0.77|0.77|190.22|11053.27|10478.39|45.21|
|五粮液|000858.SZ|2021-04-02|11045.5|10801.36|63.47|56.92|13.76|13.76|47.79|101.67|22.04|19.9|0.77|0.77|190.09|11045.5|10470.63|45.17|
|五粮液|000858.SZ|2021-04-01|10599.9|10365.6|60.91|54.63|13.2|13.2|45.86|97.57|21.15|19.1|0.81|0.81|182.42|10599.9|10025.02|43.25|
|五粮液|000858.SZ|2021-03-31|10401.93|10172.01|59.77|53.61|12.95|12.95|45.01|95.74|20.75|18.74|0.82|0.82|179.01|10401.93|9827.06|42.4|
|五粮液|000858.SZ|2021-03-30|10614.65|10380.03|61|54.7|13.22|13.22|45.93|97.7|21.18|19.12|0.8|0.8|182.67|10614.65|10039.77|43.31|
|五粮液|000858.SZ|2021-03-29|10561.47|10328.02|60.69|54.43|13.15|13.15|45.7|97.21|21.07|19.03|0.81|0.81|181.76|10561.47|9986.59|43.08|
|五粮液|000858.SZ|2021-03-26|10323.14|10094.96|59.32|53.2|12.86|12.86|44.67|95.02|20.6|18.6|0.83|0.83|177.66|10323.14|9748.26|42.06|
|五粮液|000858.SZ|2021-03-25|9936.14|9716.52|57.1|51.21|12.37|12.37|42.99|91.46|19.83|17.9|0.86|0.86|171|9936.14|9361.26|40.39|
|五粮液|000858.SZ|2021-03-24|10123.23|9899.48|58.17|52.17|12.61|12.61|43.8|93.18|20.2|18.24|0.84|0.84|174.22|10123.23|9548.36|41.19|
|五粮液|000858.SZ|2021-03-23|10179.52|9954.51|58.5|52.46|12.68|12.68|44.04|93.7|20.31|18.34|0.84|0.84|175.18|10179.52|9604.64|41.44|
|五粮液|000858.SZ|2021-03-22|10072.77|9850.13|57.88|51.91|12.54|12.54|43.58|92.72|20.1|18.15|0.85|0.85|173.35|10072.77|9497.89|40.98|
|五粮液|000858.SZ|2021-03-19|10122.85|9899.1|58.17|52.17|12.61|12.61|43.8|93.18|20.2|18.24|0.84|0.84|174.21|10122.85|9547.97|41.19|
|五粮液|000858.SZ|2021-03-18|10495.48|10263.49|60.31|54.09|13.07|13.07|45.41|96.61|20.94|18.91|0.81|0.81|180.62|10495.48|9920.6|42.8|
|五粮液|000858.SZ|2021-03-17|10259.48|10032.71|58.96|52.87|12.78|12.78|44.39|94.43|20.47|18.48|0.83|0.83|176.56|10259.48|9684.6|41.78|
|五粮液|000858.SZ|2021-03-16|10185.73|9960.59|58.53|52.49|12.69|12.69|44.07|93.75|20.32|18.35|0.84|0.84|175.29|10185.73|9610.85|41.46|
|五粮液|000858.SZ|2021-03-15|9743.22|9527.87|55.99|50.21|12.13|12.13|42.16|89.68|19.44|17.55|0.88|0.88|167.68|9743.22|9168.35|39.55|
|五粮液|000858.SZ|2021-03-12|10264.91|10038.02|58.99|52.9|12.78|12.78|44.41|94.48|20.48|18.49|0.83|0.83|176.65|10264.91|9690.03|41.8|
|五粮液|000858.SZ|2021-03-11|10287.81|10060.42|59.12|53.02|12.81|12.81|44.51|94.69|20.53|18.53|0.83|0.83|177.05|10287.81|9712.94|41.9|
|五粮液|000858.SZ|2021-03-10|9804.94|9588.22|56.34|50.53|12.21|12.21|42.42|90.25|19.56|17.66|0.87|0.87|168.74|9804.94|9230.06|39.82|
|五粮液|000858.SZ|2021-03-09|9412.9|9204.84|54.09|48.51|11.72|11.72|40.73|86.64|18.78|16.96|0.91|0.91|161.99|9412.9|8838.02|38.13|
|五粮液|000858.SZ|2021-03-08|9490.53|9280.76|54.54|48.91|11.82|11.82|41.06|87.36|18.94|17.1|0.9|0.9|163.33|9490.53|8915.65|38.46|
|五粮液|000858.SZ|2021-03-05|10344.49|10115.84|59.44|53.31|12.88|12.88|44.76|95.22|20.64|18.64|0.83|0.83|178.02|10344.49|9769.61|42.15|
|五粮液|000858.SZ|2021-03-04|10337.11|10108.62|59.4|53.27|12.87|12.87|44.73|95.15|20.63|18.62|0.83|0.83|177.9|10337.11|9762.23|42.12|
|五粮液|000858.SZ|2021-03-03|11074.23|10829.45|63.64|57.07|13.79|13.79|47.92|101.93|22.1|19.95|0.77|0.77|190.58|11074.23|10499.35|45.3|
|五粮液|000858.SZ|2021-03-02|10895.67|10654.84|62.61|56.15|13.57|13.57|47.14|100.29|21.74|19.63|0.78|0.78|187.51|10895.67|10320.8|44.53|
|五粮液|000858.SZ|2021-03-01|11218.62|10970.65|64.47|57.82|13.97|13.97|48.54|103.26|22.38|20.21|0.76|0.76|193.07|11218.62|10643.75|45.92|
|五粮液|000858.SZ|2021-02-26|10868.5|10628.27|62.45|56.01|13.54|13.54|47.03|100.04|21.69|19.58|0.79|0.79|187.04|10868.5|10293.62|44.41|
|五粮液|000858.SZ|2021-02-25|11213.97|10966.1|64.44|57.79|13.97|13.97|48.52|103.22|22.38|20.2|0.76|0.76|192.99|11213.97|10639.09|45.9|
|五粮液|000858.SZ|2021-02-24|11376.22|11124.76|65.37|58.63|14.17|14.17|49.22|104.71|22.7|20.49|0.75|0.75|195.78|11376.22|10801.34|46.6|
|五粮液|000858.SZ|2021-02-23|12227.07|11956.81|70.26|63.01|15.23|15.23|52.9|112.54|24.4|22.03|0.7|0.7|210.42|12227.07|11652.19|50.27|
|五粮液|000858.SZ|2021-02-22|12151.76|11883.17|69.83|62.62|15.13|15.13|52.58|111.85|24.25|21.89|0.7|0.7|209.13|12151.76|11576.88|49.94|
|五粮液|000858.SZ|2021-02-19|13368.26|13072.77|76.82|68.89|16.65|16.65|57.84|123.05|26.67|24.08|0.64|0.64|230.06|13368.26|12793.38|55.19|
|五粮液|000858.SZ|2021-02-18|12945.16|12659.03|74.39|66.71|16.12|16.12|56.01|119.15|25.83|23.32|0.66|0.66|222.78|12945.16|12370.28|53.37|
|五粮液|000858.SZ|2021-02-10|13300.33|13006.35|76.43|68.54|16.56|16.56|57.55|122.42|26.54|23.96|0.64|0.64|228.89|13300.33|12725.45|54.9|
|五粮液|000858.SZ|2021-02-09|12789.9|12507.2|73.5|65.91|15.93|15.93|55.34|117.72|25.52|23.04|0.67|0.67|220.11|12789.9|12215.02|52.7|
|五粮液|000858.SZ|2021-02-08|12421.15|12146.6|71.38|64.01|15.47|15.47|53.74|114.33|24.78|22.38|0.69|0.69|213.76|12421.15|11846.27|51.11|
|五粮液|000858.SZ|2021-02-05|12411.83|12137.49|71.32|63.97|15.46|15.46|53.7|114.25|24.77|22.36|0.69|0.69|213.6|12411.83|11836.95|51.07|
|五粮液|000858.SZ|2021-02-04|12172.72|11903.66|69.95|62.73|15.16|15.16|52.67|112.04|24.29|21.93|0.7|0.7|209.49|12172.72|11597.84|50.04|
|五粮液|000858.SZ|2021-02-03|11984.46|11719.57|68.87|61.76|14.93|14.93|51.85|110.31|23.91|21.59|0.71|0.71|206.25|11984.46|11409.59|49.22|
|五粮液|000858.SZ|2021-02-02|11804.75|11543.82|67.83|60.84|14.7|14.7|51.08|108.66|23.55|21.27|0.72|0.72|203.15|11804.75|11229.87|48.45|
|五粮液|000858.SZ|2021-02-01|11345.55|11094.78|65.2|58.47|14.13|14.13|49.09|104.43|22.64|20.44|0.75|0.75|195.25|11345.55|10770.67|46.47|
|五粮液|000858.SZ|2021-01-29|11300.91|11051.12|64.94|58.24|14.07|14.07|48.9|104.02|22.55|20.36|0.76|0.76|194.48|11300.91|10726.04|46.27|
|五粮液|000858.SZ|2021-01-28|11101.4|10856.02|63.79|57.21|13.83|13.83|48.03|102.18|22.15|20|0.77|0.77|191.05|11101.4|10526.52|45.41|
|五粮液|000858.SZ|2021-01-27|11356.81|11105.78|65.26|58.53|14.14|14.14|49.14|104.53|22.66|20.46|0.75|0.75|195.45|11356.81|10781.93|46.52|
|五粮液|000858.SZ|2021-01-26|11869.18|11606.83|68.21|61.17|14.78|14.78|51.35|109.25|23.68|21.38|0.72|0.72|204.26|11869.18|11294.3|48.73|
|五粮液|000858.SZ|2021-01-25|12253.85|11983|70.42|63.15|15.26|15.26|53.02|112.79|24.45|22.08|0.7|0.7|210.88|12253.85|11678.97|50.39|
|五粮液|000858.SZ|2021-01-22|11472.48|11218.9|65.93|59.12|14.29|14.29|49.64|105.6|22.89|20.67|0.74|0.74|197.44|11472.48|10897.6|47.01|
|五粮液|000858.SZ|2021-01-21|11526.43|11271.66|66.24|59.4|14.35|14.35|49.87|106.1|23|20.76|0.74|0.74|198.36|11526.43|10951.56|47.25|
|五粮液|000858.SZ|2021-01-20|11056.76|10812.37|63.54|56.98|13.77|13.77|47.84|101.77|22.06|19.92|0.77|0.77|190.28|11056.76|10481.88|45.22|
|五粮液|000858.SZ|2021-01-19|10926.73|10685.21|62.79|56.31|13.61|13.61|47.28|100.58|21.8|19.68|0.78|0.78|188.04|10926.73|10351.85|44.66|
|五粮液|000858.SZ|2021-01-18|11045.12|10800.98|63.47|56.92|13.76|13.76|47.79|101.67|22.04|19.9|0.77|0.77|190.08|11045.12|10470.24|45.17|
|五粮液|000858.SZ|2021-01-15|11167.39|10920.55|64.17|57.55|13.91|13.91|48.32|102.79|22.28|20.12|0.76|0.76|192.19|11167.39|10592.51|45.7|
|五粮液|000858.SZ|2021-01-14|11233.37|10985.08|64.55|57.89|13.99|13.99|48.6|103.4|22.41|20.24|0.76|0.76|193.32|11233.37|10658.5|45.98|
|五粮液|000858.SZ|2021-01-13|11851.71|11589.75|68.1|61.08|14.76|14.76|51.28|109.09|23.65|21.35|0.72|0.72|203.96|11851.71|11276.84|48.65|
|五粮液|000858.SZ|2021-01-12|12032.98|11767.01|69.15|62.01|14.99|14.99|52.06|110.76|24.01|21.68|0.71|0.71|207.08|12032.98|11458.11|49.43|
|五粮液|000858.SZ|2021-01-11|11691.4|11432.98|67.18|60.25|14.56|14.56|50.59|107.61|23.33|21.06|0.73|0.73|201.2|11691.4|11116.53|47.96|
|五粮液|000858.SZ|2021-01-08|12304.7|12032.72|70.71|63.41|15.32|15.32|53.24|113.26|24.55|22.17|0.69|0.69|211.76|12304.7|11729.82|50.6|
|五粮液|000858.SZ|2021-01-07|12809.31|12526.18|73.61|66.01|15.95|15.95|55.42|117.9|25.56|23.08|0.67|0.67|220.44|12809.31|12234.43|52.78|
|五粮液|000858.SZ|2021-01-06|12743.32|12461.65|73.23|65.67|15.87|15.87|55.14|117.3|25.43|22.96|0.67|0.67|219.31|12743.32|12168.44|52.5|
|五粮液|000858.SZ|2021-01-05|12420.37|12145.84|71.37|64.01|15.47|15.47|53.74|114.32|24.78|22.38|0.69|0.69|213.75|12420.37|11845.49|51.1|
|五粮液|000858.SZ|2021-01-04|11569.13|11313.42|66.48|59.62|14.41|14.41|50.06|106.49|23.08|20.84|0.74|0.74|199.1|11569.13|10994.25|47.43|
|五粮液|000858.SZ|2020-12-31|11328.47|11078.07|65.1|58.38|14.11|14.11|49.02|104.27|22.6|20.41|0.58|0.75|194.96|11328.47|10753.59|46.39|
|五粮液|000858.SZ|2020-12-30|11135.56|10889.42|63.99|57.39|13.87|13.87|48.18|102.5|22.22|20.06|0.59|0.77|191.64|11135.56|10560.68|45.56|
|五粮液|000858.SZ|2020-12-29|10907.32|10666.23|62.68|56.21|13.58|13.58|47.19|100.4|21.76|19.65|0.6|0.78|187.71|10907.32|10332.44|44.58|
|五粮液|000858.SZ|2020-12-28|11099.46|10854.12|63.78|57.2|13.82|13.82|48.02|102.17|22.15|20|0.59|0.77|191.02|11099.46|10524.58|45.41|
|五粮液|000858.SZ|2020-12-25|10710.13|10473.4|61.54|55.2|13.34|13.34|46.34|98.58|21.37|19.29|0.62|0.8|184.32|10710.13|10135.25|43.73|
|五粮液|000858.SZ|2020-12-24|10686.84|10450.63|61.41|55.08|13.31|13.31|46.24|98.37|21.32|19.25|0.62|0.8|183.92|10686.84|10111.97|43.62|
|五粮液|000858.SZ|2020-12-23|10802.13|10563.36|62.07|55.67|13.45|13.45|46.74|99.43|21.55|19.46|0.61|0.79|185.9|10802.13|10227.25|44.12|
|五粮液|000858.SZ|2020-12-22|10960.88|10718.61|62.99|56.49|13.65|13.65|47.42|100.89|21.87|19.75|0.6|0.78|188.63|10960.88|10386.01|44.81|
|五粮液|000858.SZ|2020-12-21|10942.64|10700.77|62.88|56.39|13.63|13.63|47.35|100.72|21.83|19.71|0.6|0.78|188.32|10942.64|10367.76|44.73|
|五粮液|000858.SZ|2020-12-18|10746.62|10509.08|61.75|55.38|13.38|13.38|46.5|98.92|21.44|19.36|0.61|0.79|184.94|10746.62|10171.74|43.88|
|五粮液|000858.SZ|2020-12-17|10783.5|10545.14|61.97|55.57|13.43|13.43|46.66|99.26|21.52|19.43|0.61|0.79|185.58|10783.5|10208.62|44.04|
|五粮液|000858.SZ|2020-12-16|10648.42|10413.05|61.19|54.88|13.26|13.26|46.07|98.01|21.25|19.18|0.62|0.8|183.25|10648.42|10073.54|43.46|
|五粮液|000858.SZ|2020-12-15|10511.39|10279.06|60.4|54.17|13.09|13.09|45.48|96.75|20.97|18.94|0.63|0.81|180.9|10511.39|9936.52|42.87|
|五粮液|000858.SZ|2020-12-14|10602.61|10368.26|60.93|54.64|13.2|13.2|45.87|97.59|21.16|19.1|0.62|0.81|182.47|10602.61|10027.73|43.26|
|五粮液|000858.SZ|2020-12-11|10384.08|10154.55|59.67|53.51|12.93|12.93|44.93|95.58|20.72|18.71|0.64|0.82|178.71|10384.08|9809.2|42.32|
|五粮液|000858.SZ|2020-12-10|10389.9|10160.25|59.7|53.54|12.94|12.94|44.95|95.63|20.73|18.72|0.64|0.82|178.81|10389.9|9815.02|42.34|
|五粮液|000858.SZ|2020-12-09|10469.47|10238.06|60.16|53.95|13.04|13.04|45.3|96.37|20.89|18.86|0.63|0.82|180.17|10469.47|9894.6|42.69|
|五粮液|000858.SZ|2020-12-08|10557.97|10324.61|60.67|54.41|13.15|13.15|45.68|97.18|21.07|19.02|0.62|0.81|181.7|10557.97|9983.1|43.07|
|五粮液|000858.SZ|2020-12-07|10489.66|10257.8|60.28|54.06|13.06|13.06|45.39|96.55|20.93|18.9|0.63|0.81|180.52|10489.66|9914.78|42.77|
|五粮液|000858.SZ|2020-12-04|10371.27|10142.03|59.6|53.45|12.92|12.92|44.87|95.46|20.69|18.68|0.64|0.82|178.48|10371.27|9796.39|42.26|
|五粮液|000858.SZ|2020-12-03|10155.45|9930.98|58.36|52.34|12.65|12.65|43.94|93.48|20.26|18.3|0.65|0.84|174.77|10155.45|9580.57|41.33|
|五粮液|000858.SZ|2020-12-02|10113.53|9889.99|58.12|52.12|12.6|12.6|43.76|93.09|20.18|18.22|0.65|0.84|174.05|10113.53|9538.65|41.15|
|五粮液|000858.SZ|2020-12-01|10014.16|9792.81|57.55|51.61|12.47|12.47|43.33|92.18|19.98|18.04|0.66|0.85|172.34|10014.16|9439.28|40.72|
|五粮液|000858.SZ|2020-11-30|9859.28|9641.36|56.66|50.81|12.28|12.28|42.66|90.75|19.67|17.76|0.67|0.87|169.67|9859.28|9284.41|40.05|
|五粮液|000858.SZ|2020-11-27|10181.46|9956.41|58.51|52.47|12.68|12.68|44.05|93.72|20.31|18.34|0.65|0.84|175.22|10181.46|9606.58|41.44|
|五粮液|000858.SZ|2020-11-26|10114.69|9891.12|58.12|52.13|12.6|12.6|43.76|93.1|20.18|18.22|0.65|0.84|174.07|10114.69|9539.82|41.16|
|五粮液|000858.SZ|2020-11-25|10207.46|9981.84|58.66|52.6|12.71|12.71|44.17|93.95|20.37|18.39|0.65|0.84|175.67|10207.46|9632.59|41.56|
|五粮液|000858.SZ|2020-11-24|10549.82|10316.64|60.62|54.37|13.14|13.14|45.65|97.11|21.05|19.01|0.63|0.81|181.56|10549.82|9974.94|43.03|
|五粮液|000858.SZ|2020-11-23|10580.49|10346.62|60.8|54.53|13.18|13.18|45.78|97.39|21.11|19.06|0.62|0.81|182.09|10580.49|10005.61|43.17|
|五粮液|000858.SZ|2020-11-20|10420.95|10190.61|59.88|53.7|12.98|12.98|45.09|95.92|20.79|18.77|0.63|0.82|179.34|10420.95|9846.08|42.48|
|五粮液|000858.SZ|2020-11-19|10274.62|10047.51|59.04|52.95|12.8|12.8|44.46|94.57|20.5|18.51|0.64|0.83|176.82|10274.62|9699.74|41.85|
|五粮液|000858.SZ|2020-11-18|10236.58|10010.31|58.82|52.75|12.75|12.75|44.29|94.22|20.42|18.44|0.64|0.83|176.17|10236.58|9661.7|41.68|
|五粮液|000858.SZ|2020-11-17|10445.41|10214.53|60.02|53.83|13.01|13.01|45.19|96.14|20.84|18.82|0.63|0.82|179.76|10445.41|9870.53|42.58|
|五粮液|000858.SZ|2020-11-16|10596.79|10362.56|60.89|54.61|13.2|13.2|45.85|97.54|21.14|19.09|0.62|0.81|182.37|10596.79|10021.91|43.24|
|五粮液|000858.SZ|2020-11-13|10286.26|10058.9|59.11|53.01|12.81|12.81|44.51|94.68|20.52|18.53|0.64|0.83|177.02|10286.26|9711.38|41.9|
|五粮液|000858.SZ|2020-11-12|10389.12|10159.49|59.7|53.54|12.94|12.94|44.95|95.63|20.73|18.72|0.64|0.82|178.79|10389.12|9814.25|42.34|
|五粮液|000858.SZ|2020-11-11|10437.64|10206.94|59.98|53.79|13|13|45.16|96.07|20.83|18.8|0.63|0.82|179.63|10437.64|9862.77|42.55|
|五粮液|000858.SZ|2020-11-10|10589.03|10354.97|60.85|54.57|13.19|13.19|45.82|97.47|21.13|19.08|0.62|0.81|182.23|10589.03|10014.15|43.2|
|五粮液|000858.SZ|2020-11-09|10480.34|10248.69|60.22|54.01|13.05|13.05|45.35|96.47|20.91|18.88|0.63|0.81|180.36|10480.34|9905.46|42.73|
|五粮液|000858.SZ|2020-11-06|10065.01|9842.54|57.84|51.87|12.53|12.53|43.55|92.64|20.08|18.13|0.66|0.85|173.21|10065.01|9490.13|40.94|
|五粮液|000858.SZ|2020-11-05|10069.28|9846.71|57.86|51.89|12.54|12.54|43.57|92.68|20.09|18.14|0.66|0.85|173.29|10069.28|9494.4|40.96|
|五粮液|000858.SZ|2020-11-04|9820.47|9603.4|56.43|50.61|12.23|12.23|42.49|90.39|19.59|17.69|0.67|0.87|169.01|9820.47|9245.59|39.89|
|五粮液|000858.SZ|2020-11-03|9719.55|9504.71|55.85|50.09|12.1|12.1|42.05|89.46|19.39|17.51|0.68|0.88|167.27|9719.55|9144.67|39.45|
|五粮液|000858.SZ|2020-11-02|9537.11|9326.31|54.8|49.15|11.88|11.88|41.26|87.78|19.03|17.18|0.69|0.9|164.13|9537.11|8962.23|38.66|
|五粮液|000858.SZ|2020-10-30|9484.71|9275.06|54.5|48.88|11.81|11.81|41.04|87.3|18.92|17.09|0.7|0.9|163.23|9484.71|8909.83|38.44|
|五粮液|000858.SZ|2020-10-29|9704.02|9489.53|55.76|51.28|12.67|12.67|41.99|60.98|19.36|18.06|0.68|0.88|155.51|9704.02|9147.29|39.46|
|五粮液|000858.SZ|2020-10-28|9315.08|9109.19|53.53|49.23|12.16|12.16|40.3|58.53|18.59|17.34|0.71|0.92|149.28|9315.08|8758.35|37.79|
|五粮液|000858.SZ|2020-10-27|9063.55|8863.22|52.08|47.9|11.83|11.83|39.22|56.95|18.08|16.87|0.73|0.94|145.25|9063.55|8506.82|36.7|
|五粮液|000858.SZ|2020-10-26|9029.01|8829.44|51.88|47.72|11.79|11.79|39.07|56.73|18.02|16.8|0.73|0.95|144.69|9029.01|8472.28|36.55|
|五粮液|000858.SZ|2020-10-23|9185.05|8982.03|52.78|48.54|11.99|11.99|39.74|57.72|18.33|17.09|0.72|0.93|147.19|9185.05|8628.32|37.22|
|五粮液|000858.SZ|2020-10-22|9383.4|9175.99|53.92|49.59|12.25|12.25|40.6|58.96|18.72|17.46|0.7|0.91|150.37|9383.4|8826.67|38.08|
|五粮液|000858.SZ|2020-10-21|9384.56|9177.13|53.93|49.6|12.25|12.25|40.6|58.97|18.72|17.46|0.7|0.91|150.39|9384.56|8827.83|38.09|
|五粮液|000858.SZ|2020-10-20|9353.9|9147.15|53.75|49.43|12.21|12.21|40.47|58.78|18.66|17.41|0.71|0.91|149.9|9353.9|8797.17|37.95|
|五粮液|000858.SZ|2020-10-19|9167.58|8964.95|52.68|48.45|11.97|11.97|39.67|57.61|18.29|17.06|0.72|0.93|146.91|9167.58|8610.85|37.15|
|五粮液|000858.SZ|2020-10-16|9194.75|8991.52|52.84|48.59|12|12|39.78|57.78|18.35|17.11|0.72|0.93|147.35|9194.75|8638.02|37.27|
|五粮液|000858.SZ|2020-10-15|9273.55|9068.57|53.29|49.01|12.11|12.11|40.12|58.27|18.5|17.26|0.71|0.92|148.61|9273.55|8716.82|37.61|
|五粮液|000858.SZ|2020-10-14|9292.57|9087.17|53.4|49.11|12.13|12.13|40.21|58.39|18.54|17.29|0.71|0.92|148.92|9292.57|8735.84|37.69|
|五粮液|000858.SZ|2020-10-13|9403.97|9196.11|54.04|49.7|12.28|12.28|40.69|59.09|18.76|17.5|0.7|0.91|150.7|9403.97|8847.24|38.17|
|五粮液|000858.SZ|2020-10-12|9383.79|9176.37|53.92|49.59|12.25|12.25|40.6|58.96|18.72|17.46|0.7|0.91|150.38|9383.79|8827.06|38.08|
|五粮液|000858.SZ|2020-10-09|8833.38|8638.13|50.76|46.68|11.53|11.53|38.22|55.51|17.63|16.44|0.75|0.97|141.56|8833.38|8276.64|35.71|
|五粮液|000858.SZ|2020-09-30|8578.35|8388.74|49.29|45.34|11.2|11.2|37.12|53.9|17.12|15.96|0.77|1|137.47|8578.35|8021.62|34.61|
|五粮液|000858.SZ|2020-09-29|8529.06|8340.54|49.01|45.08|11.13|11.13|36.9|53.59|17.02|15.87|0.77|1|136.68|8529.06|7972.33|34.39|
|五粮液|000858.SZ|2020-09-28|8544.58|8355.72|49.1|45.16|11.15|11.15|36.97|53.69|17.05|15.9|0.77|1|136.93|8544.58|7987.85|34.46|
|五粮液|000858.SZ|2020-09-25|8430.85|8244.5|48.45|44.56|11.01|11.01|36.48|52.98|16.82|15.69|0.78|1.01|135.11|8430.85|7874.12|33.97|
|五粮液|000858.SZ|2020-09-24|8395.92|8210.34|48.25|44.37|10.96|10.96|36.33|52.76|16.75|15.62|0.79|1.02|134.55|8395.92|7839.19|33.82|
|五粮液|000858.SZ|2020-09-23|8513.14|8324.97|48.92|44.99|11.11|11.11|36.83|53.49|16.99|15.84|0.78|1|136.43|8513.14|7956.41|34.33|
|五粮液|000858.SZ|2020-09-22|8652.1|8460.86|49.72|45.73|11.29|11.29|37.44|54.37|17.26|16.1|0.76|0.99|138.65|8652.1|8095.37|34.92|
|五粮液|000858.SZ|2020-09-21|8729.74|8536.78|50.16|46.14|11.4|11.4|37.77|54.85|17.42|16.25|0.76|0.98|139.9|8729.74|8173|35.26|
|五粮液|000858.SZ|2020-09-18|8909.07|8712.15|51.2|47.08|11.63|11.63|38.55|55.98|17.78|16.58|0.74|0.96|142.77|8909.07|8352.34|36.03|
|五粮液|000858.SZ|2020-09-17|8642.4|8451.37|49.66|45.67|11.28|11.28|37.39|54.31|17.24|16.08|0.76|0.99|138.5|8642.4|8085.67|34.88|
|五粮液|000858.SZ|2020-09-16|8773.21|8579.29|50.41|46.37|11.45|11.45|37.96|55.13|17.51|16.33|0.75|0.97|140.59|8773.21|8216.48|35.45|
|五粮液|000858.SZ|2020-09-15|8940.51|8742.89|51.38|47.25|11.67|11.67|38.68|56.18|17.84|16.64|0.74|0.96|143.27|8940.51|8383.78|36.17|
|五粮液|000858.SZ|2020-09-14|8930.8|8733.4|51.32|47.2|11.66|11.66|38.64|56.12|17.82|16.62|0.74|0.96|143.12|8930.8|8374.07|36.13|
|五粮液|000858.SZ|2020-09-11|8845.41|8649.89|50.83|46.75|11.55|11.55|38.27|55.58|17.65|16.46|0.75|0.97|141.75|8845.41|8288.68|35.76|
|五粮液|000858.SZ|2020-09-10|8663.75|8472.25|49.79|45.79|11.31|11.31|37.49|54.44|17.29|16.12|0.76|0.99|138.84|8663.75|8107.02|34.98|
|五粮液|000858.SZ|2020-09-09|8423.09|8236.91|48.4|44.52|11|11|36.44|52.93|16.81|15.68|0.78|1.01|134.98|8423.09|7866.36|33.94|
